"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.412492500E-1,-1.241357451E0,-1.336842629E0,2.548456317E-1,1.842026827E0
3.512122501E-1,-1.963532840E-1,-2.252546421E0,6.140804350E-2,2.261921957E0
3.611742500E-1,8.603646467E-1,-2.780180889E0,-1.675274062E-1,2.915081222E0
3.711372500E-1,9.793194517E-1,-2.715428238E0,3.621788764E-1,2.909259466E0
3.810992501E-1,7.973957621E-1,-2.564531482E0,-2.095571923E-1,2.693803249E0
3.910622500E-1,5.429639670E-1,-2.209256998E0,4.200464308E-2,2.275388043E0
4.010242500E-1,-1.012144624E0,-1.520741069E0,4.413092458E-1,1.879320087E0
4.109872500E-1,-7.035773331E-1,-1.400790264E0,-1.503243130E-1,1.574748179E0
4.209488750E-1,-1.598285528E0,-1.223496692E0,-2.446556890E-1,2.027638328E0
4.309108750E-1,-2.936337215E0,-1.074899354E0,1.626824033E-1,3.131126063E0
4.408738750E-1,-1.948553480E0,-1.032702265E0,3.021238786E-1,2.225896105E0
4.508358750E-1,-5.870247469E-1,-1.421035664E0,2.486440748E-1,1.557486529E0
4.607988750E-1,3.611445770E-1,-1.997972100E0,1.595313388E-1,2.036607023E0
4.707608750E-1,6.183600122E-1,-2.490538184E0,2.353504300E-3,2.566155703E0
4.807238750E-1,7.647134080E-1,-3.801902594E0,-2.787291688E-1,3.888050910E0
4.906858751E-1,4.106577028E-1,-4.816424623E0,1.088348097E-1,4.835124705E0
5.006488750E-1,3.803300408E-2,-5.840931065E0,3.597224611E-1,5.852121194E0
5.106108750E-1,2.374966140E-1,-7.112305198E0,2.179871231E-1,7.119607310E0
5.205738751E-1,-3.522440367E-2,-7.445668411E0,6.248568535E-2,7.446013920E0
5.305358750E-1,-1.942473179E-1,-6.397652069E0,7.577406764E-3,6.400604771E0
5.404988750E-1,2.692420796E-1,-4.653084700E0,2.525131774E-1,4.667703014E0
5.504608750E-1,6.463218360E-1,-3.240133689E0,-6.403110445E-2,3.304587451E0
5.604238750E-1,9.339074168E-1,-2.334582418E0,3.231358480E-1,2.535128183E0
5.703858751E-1,1.586315546E0,-1.475949205E0,-1.441250950E-1,2.171542104E0
5.803488750E-1,1.708850236E0,-1.051894946E0,8.617977262E-2,2.008501696E0
5.903108750E-1,1.835655001E0,-1.050851803E0,6.516078651E-2,2.116167461E0
6.002738751E-1,1.640119432E0,-9.324024897E-1,-1.363827968E-1,1.891551327E0
6.102358750E-1,1.089773794E0,-6.818391395E-1,3.241854233E-1,1.325747986E0
6.201988750E-1,8.559122843E-1,-5.637184763E-1,-1.439292133E-1,1.034929938E0
6.301608750E-1,3.629077318E-1,-8.722208997E-1,1.645687151E-1,9.589338776E-1
6.401238750E-1,-3.110341947E-1,-1.233211987E0,-1.924634421E-1,1.286311103E0
6.500858751E-1,-2.065521620E-1,-1.373673802E0,-2.527283549E-2,1.389345970E0
6.600488750E-1,-3.026665368E-1,-1.416385227E0,2.318929714E-1,1.466808949E0
6.700108750E-1,1.603680206E-1,-1.626011855E0,-2.652565992E-1,1.655292578E0
6.799738751E-1,3.227514521E0,-3.599610567E0,4.811053956E-1,4.858550053E0
6.899358750E-1,2.754282986E0,-3.123202533E0,3.206998980E-1,4.176519753E0
6.998988750E-1,3.184954392E0,-3.146516551E0,-5.567958480E-1,4.511598664E0
7.098608750E-1,1.971124609E0,-2.517936775E0,8.174512732E-1,3.300540018E0
7.198238750E-1,1.454218466E0,-2.539502476E0,-5.601562428E-1,2.979530028E0
7.297858751E-1,3.650064437E-1,-1.680463758E0,4.947679996E-1,1.789408707E0
7.397478750E-1,2.677441509E-1,-1.508297464E0,-5.889491022E-2,1.533009061E0
7.497108750E-1,1.123350114E0,-9.179190827E-1,-1.400004691E-1,1.457426174E0
7.596728751E-1,7.185147033E-1,-5.521753782E-1,2.521143973E-1,9.405969894E-1
7.696358750E-1,5.053280711E-1,-4.881871046E-1,-1.630864459E-1,7.213045802E-1
7.795978750E-1,9.181769449E-1,-6.671262293E-1,1.674970007E-1,1.147240844E0
7.895608750E-1,6.959043974E-1,-6.093713434E-1,1.298654902E-1,9.340671336E-1
7.995228750E-1,3.831981183E-1,-7.207005387E-1,-2.000116128E-1,8.403896177E-1
8.094858751E-1,2.674249295E-1,-4.192511364E-1,1.609756011E-1,5.226860936E-1
8.194478750E-1,6.661702826E-1,-3.041831218E-1,-2.485820943E-1,7.733713691E-1
8.294108750E-1,-1.785271518E-1,-9.699269231E-1,-3.636324942E-2,9.868903008E-1
8.393728751E-1,-4.424746690E-1,-8.637199983E-1,3.337432820E-1,1.026245900E0
8.493358750E-1,1.780437332E-1,-5.449823528E-1,1.093487799E-1,5.836629948E-1
8.592978750E-1,3.480838707E-1,-4.382518464E-1,1.039050221E-2,5.597633647E-1
8.692608750E-1,1.361874998E-1,-9.144030789E-1,-2.094589591E-1,9.479203982E-1
8.792228750E-1,-1.107109710E-1,-1.208358616E0,2.249189973E-1,1.234089146E0
8.891858751E-1,1.840539034E-1,-1.537905132E0,7.771885157E-2,1.550828248E0
8.991478750E-1,1.728186430E-1,-1.546892595E0,-1.756445110E-2,1.556615397E0
9.091108750E-1,1.445233178E-1,-1.721889966E0,2.737064105E-1,1.749487709E0
9.190728751E-1,2.855516269E-1,-1.861892627E0,-2.450679177E-1,1.899537357E0
9.290358750E-1,1.588034518E-1,-1.763060211E0,1.271330863E-1,1.774757072E0
9.389978750E-1,-4.536422296E-1,-2.235587887E0,-7.342641056E-2,2.282331245E0
9.489608750E-1,-3.095448358E-1,-2.193048517E0,2.365356606E-1,2.227381629E0
9.589228750E-1,2.329588019E0,-1.840796897E0,1.490923047E-1,2.972834013E0
9.688858751E-1,2.972534111E0,-1.651312172E0,-2.020353341E-1,3.406407082E0
9.788478750E-1,2.346442618E0,-1.157896049E0,2.015231180E-1,2.624333779E0
9.888108750E-1,1.872702229E0,-1.291866431E0,5.244777024E-2,2.275672051E0
9.987728751E-1,1.326294106E0,-1.013097939E0,1.937691253E-1,1.680169623E0
1.008735875E0,5.354524511E-1,-9.091236278E-1,-3.321785671E-1,1.106145424E0
1.018697875E0,2.341973043E-1,-1.398502249E0,-1.182663685E-1,1.422899804E0
1.028660875E0,9.455408909E-1,-7.699319749E-1,6.467231011E-1,1.380251279E0
1.038622875E0,1.524385493E0,-6.577019429E-2,-1.229722077E-1,1.530751127E0
1.048584875E0,2.862166746E0,3.246238182E-1,-6.349433005E-1,2.949666439E0
1.058547875E0,2.907056698E0,4.104543294E-1,9.775129545E-1,3.094346938E0
1.068509875E0,2.967681507E0,3.094920281E-1,-2.759768844E-1,2.996511652E0
1.078472875E0,2.168503075E0,7.305259806E-1,-4.817567754E-1,2.338410440E0
1.088434875E0,4.004776638E-1,8.499866429E-1,7.884005517E-1,1.226554150E0
1.098397875E0,-2.999750999E-1,4.520005507E-2,-7.774434543E-1,8.345336603E-1
1.108359875E0,1.814984144E-1,9.437920618E-1,3.384900516E-1,1.018950757E0
1.118322875E0,1.328311432E-1,1.210236961E-1,2.542638338E-1,3.113534082E-1
1.128284875E0,-1.327367837E-1,-5.187777635E-3,-4.804955310E-1,4.985197309E-1
1.138247875E0,2.098831746E-1,-1.020469049E-1,4.054383320E-1,4.678084638E-1
1.148209875E0,-9.179679983E-2,4.602836799E-3,-3.160981393E-1,3.291897207E-1
1.158172875E0,6.902945057E-2,-3.727583533E-2,1.156082243E-1,1.397133296E-1
1.168134875E0,9.023073276E-2,-4.865438908E-2,1.624847674E-1,1.921201040E-1
1.178097875E0,-3.979910532E-2,1.469999151E-2,-1.406664670E-1,1.469255371E-1
1.188059875E0,8.224761145E-2,-4.151386069E-2,2.159236407E-1,2.347575107E-1
1.198022875E0,-5.009512475E-2,-8.930160105E-4,-1.551786715E-1,1.630666707E-1
1.207984875E0,5.190458674E-2,-3.811732275E-2,7.340653002E-2,9.765006436E-2
1.217947875E0,1.863593509E-2,-1.593558127E-2,3.373784959E-2,4.170711357E-2
1.227909875E0,5.090010362E-3,-4.519276433E-3,5.318978190E-2,5.362354860E-2
1.237872875E0,4.896552034E-2,-2.776420617E-2,1.260952055E-1,1.380886461E-1
1.247834875E0,3.009054833E-3,-1.446856968E-2,-9.350984216E-2,9.467039928E-2
1.257797875E0,5.192113254E-2,-4.324989902E-2,-1.491507769E-2,6.920128114E-2
1.267759875E0,3.214178356E-2,-3.438480746E-2,-3.677664757E-2,5.973216086E-2
1.277722875E0,5.950083707E-2,-4.556958083E-2,9.136099041E-2,1.181683836E-1
1.287684875E0,6.074942775E-2,-5.763565751E-2,8.791522622E-2,1.214143690E-1
1.297647875E0,3.895979689E-2,-4.236179832E-2,-2.854376793E-2,6.424277717E-2
1.307609875E0,4.021273187E-2,-4.611185526E-2,-1.167045772E-1,1.317699713E-1
1.317572875E0,1.623940351E-2,-4.331231805E-2,-1.354121590E-1,1.430948214E-1
1.327534875E0,4.696474933E-2,-3.603163920E-2,2.238442791E-1,2.315388260E-1
1.337496875E0,5.804355105E-2,-1.920463163E-2,2.638029814E-1,2.707949126E-1
1.347459875E0,3.580405004E-2,-1.711909426E-2,1.028823441E-1,1.102713477E-1
1.357421875E0,-1.152000959E0,6.813533820E-2,-4.387569362E-1,1.234607745E0
1.367384875E0,-5.511676691E0,-8.173397376E-1,2.484575486E-1,5.577486472E0
1.377346875E0,-2.860481578E0,-7.539873487E-1,-3.033933091E-1,2.973701277E0
1.387309875E0,-2.716164987E0,-6.285391375E-1,3.342250925E-1,2.807903150E0
1.397271875E0,-2.437812671E0,-1.179864988E0,6.706750506E-1,2.790128498E0
1.407234875E0,-5.239162235E-1,-5.052321402E-1,-7.673382962E-1,1.057617977E0
1.417197333E0,-3.929748456E-1,-1.743294356E-2,1.372470152E-1,4.166171864E-1
1.427160333E0,-2.381148108E-1,-2.023454375E-1,1.478088409E-1,3.456729562E-1
1.437122333E0,-3.126414116E-1,-6.667907453E-1,4.786589205E-2,7.380011476E-1
1.447085333E0,-5.693020921E-1,-1.212969731E0,2.324928957E-1,1.359946097E0
1.457047333E0,-8.331188875E-1,-1.902983643E0,-1.168712229E-1,2.080647185E0
1.467010333E0,-1.288939022E0,-1.969259640E0,-8.748604059E-3,2.353598069E0
1.476972333E0,-1.463881867E0,-2.302517603E0,-6.157118082E-3,2.728474912E0
1.486935333E0,-1.908965929E0,-3.071243297E0,-1.072279948E-1,3.617759549E0
1.496897333E0,-2.499433261E0,-3.559237297E0,7.410468757E-2,4.349807843E0
1.506860333E0,-1.669316773E0,-2.162664484E0,9.001613081E-2,2.733466491E0
1.516822333E0,-4.593950127E-1,-1.473091232E0,3.145538896E-1,1.574797036E0
1.526785333E0,1.185329796E0,-1.066772382E0,3.792276031E-1,1.639153323E0
1.536747333E0,2.787159541E0,-1.152825417E0,-5.003304559E-1,3.057383736E0
1.546710333E0,1.944934784E0,-1.295393325E0,-2.567167407E-1,2.350897417E0
1.556672333E0,1.268764959E0,-1.598679338E0,7.048929566E-1,2.159262426E0
1.566635333E0,9.047202359E-1,-2.064673920E0,-2.280466729E-1,2.265701301E0
1.576597333E0,-3.357368536E-1,-2.310390148E0,1.875932962E-1,2.342181273E0
1.586559333E0,-1.889131955E-1,-2.552705196E0,2.082672966E-1,2.568144716E0
1.596522333E0,-6.898075788E-1,-2.659827064E0,-1.626724631E-1,2.752630894E0
1.606484333E0,-1.356747282E0,-2.713806220E0,1.558470082E-1,3.038057879E0
1.616447333E0,-1.794406257E0,-2.775570944E0,1.622163802E-1,3.309078729E0
1.626409333E0,-9.132261074E-1,-3.031717874E0,7.341763973E-3,3.166283166E0
1.636372333E0,-2.184915917E-1,-3.214790980E0,5.514684498E-2,3.222679133E0
1.646334333E0,5.914979035E-1,-3.015562601E0,3.082476676E-2,3.073180395E0
1.656297333E0,1.513133696E0,-3.027125470E0,-3.679418921E-2,3.384437325E0
1.666259333E0,2.133457934E0,-3.174696914E0,-4.664557815E-2,3.825247582E0
1.676222333E0,1.987120691E0,-2.853177237E0,4.650378317E-1,3.507923769E0
1.686184333E0,1.428065625E0,-2.447523435E0,2.920187205E-1,2.848686948E0
1.696147333E0,2.237298929E0,-2.857077622E0,1.495653445E-1,3.631909804E0
1.706109333E0,3.336979660E0,-3.334139960E0,-1.028321165E0,4.827977521E0
1.716072333E0,1.583369427E0,-2.223939211E0,3.900391048E-1,2.757733645E0
1.726034333E0,8.921775929E-1,-1.990900039E0,7.994804406E-1,2.323538852E0
1.735997333E0,1.431531416E0,-2.205584070E0,-4.368103981E-2,2.629789215E0
1.745959333E0,1.743123837E0,-2.118598112E0,2.614594173E-1,2.755957129E0
1.755922333E0,2.932785908E0,-2.170618890E0,-7.854097009E-1,3.732249716E0
1.765884333E0,3.139357220E0,-1.294238354E0,5.073997396E-1,3.433376060E0
1.775847333E0,3.178457259E0,-1.000044981E0,4.847634137E-1,3.367146578E0
1.785809333E0,2.797383982E0,-7.899260172E-1,-7.275006312E-1,2.996430781E0
1.795772333E0,3.235213257E0,-7.319376446E-2,4.582755268E-1,3.268329635E0
1.805734333E0,2.817791349E0,2.366198788E-1,-6.390252417E-1,2.899015404E0
1.815697333E0,1.246655321E0,8.015870462E-1,4.518564534E-1,1.549472664E0
1.825659333E0,1.832485811E0,2.838541985E-1,2.112727654E-1,1.866336956E0
1.835622333E0,3.259053233E0,2.187411764E-1,-2.370911461E-1,3.274979067E0
1.845584333E0,2.835781185E0,8.879844815E-1,2.942851013E-1,2.986096966E0
1.855546333E0,2.466320771E0,9.404810759E-1,-3.624630511E-2,2.639802378E0
1.865509333E0,1.041203239E0,1.099400869E0,-1.959828812E-1,1.526825382E0
1.875471333E0,1.442020498E-1,8.717053214E-1,7.030282795E-2,8.863446769E-1
1.885434333E0,1.189701175E-1,8.677326500E-1,-6.937487483E-2,8.785936001E-1
1.895396333E0,1.187936046E-1,8.575164679E-1,1.927236432E-1,8.868984248E-1
1.905359333E0,8.403039096E-2,7.675612944E-1,-3.540664494E-2,7.729586520E-1
1.915321333E0,6.980829969E-2,8.708423455E-1,-9.349171579E-2,8.786240893E-1
1.925284333E0,1.011515866E-1,7.373469038E-1,-5.217704415E-2,7.460794488E-1
1.935246333E0,2.053740394E-2,5.005231582E-1,-8.436362743E-2,5.079984631E-1
1.945209333E0,3.206968236E-2,1.301708976E-2,1.403191423E-1,1.445246376E-1
1.955171333E0,3.846036702E-2,4.505926508E-2,1.093359160E-1,1.243538489E-1
1.965134333E0,8.199093696E-3,6.258194514E-2,-1.107082576E-1,1.274364284E-1
1.975096333E0,7.563467550E-2,1.725321477E-2,-1.236101389E-2,7.855617240E-2
1.985059333E0,2.824572667E-2,5.291498104E-2,-7.837607861E-2,9.869460974E-2
1.995021333E0,6.985165131E-2,3.514423287E-2,1.362775469E-1,1.571175995E-1
2.004984333E0,2.889966236E-2,4.337855604E-2,1.000540459E-1,1.128171162E-1
2.014946333E0,6.879279365E-2,2.222696604E-2,4.886108816E-2,8.725762095E-2
2.024909333E0,8.368494842E-2,2.891683856E-2,-2.283980906E-2,9.143856420E-2
2.034871333E0,6.643570336E-2,2.301964749E-2,-4.050424755E-2,8.114308917E-2
2.044834333E0,6.726341785E-2,2.434438901E-2,8.957525074E-2,1.146330764E-1
2.054796333E0,2.825468707E-2,3.091739031E-2,8.209139943E-2,9.215861449E-2
2.064759333E0,3.660648674E-2,2.098437790E-2,5.395225883E-2,6.849251944E-2
2.074721333E0,3.461048258E-2,2.549502969E-2,-4.543812811E-2,6.255002422E-2
2.084684333E0,3.668645427E-2,2.585594907E-2,-5.681271672E-2,7.240242268E-2
2.094646333E0,3.050065742E-2,4.111113371E-2,-2.043718815E-2,5.511890853E-2
2.104608333E0,1.589359324E-2,3.380543975E-2,3.045990050E-2,4.819978839E-2
2.114571333E0,-4.712910634E-3,5.131587720E-2,-1.259677362E-1,1.361007030E-1
2.124533333E0,1.625903508E-2,4.736544348E-2,-2.120369965E-1,2.178704416E-1
2.134496333E0,5.673686737E-2,5.233824458E-2,3.425632221E-1,3.511522819E-1
2.144458333E0,6.847719932E-3,5.997772319E-2,2.699677008E-1,2.766347376E-1
2.154421333E0,7.038118064E-2,4.725719690E-2,8.331054389E-2,1.188587396E-1
2.164383333E0,-7.414958688E-1,1.210071595E-1,-5.612613666E-1,9.378023127E-1
2.174346333E0,-5.292075736E0,4.484783708E-1,-2.349446332E-1,5.316239030E0
2.184308333E0,-7.091052908E0,1.274372146E-1,4.006278276E-1,7.103504363E0
2.194271333E0,-5.746047712E0,1.073408095E-1,1.843013138E-1,5.750004638E0
2.204233333E0,-3.833081410E0,-6.009972900E-1,1.866665125E-1,3.884398953E0
2.214196333E0,-3.034185106E0,-1.604064477E0,-1.518153530E-1,3.435454847E0
2.224158333E0,-1.868952117E0,-2.032700029E0,6.235119939E-2,2.762017215E0
2.234121333E0,-1.162593264E0,-2.429729188E0,2.556899697E-1,2.705657847E0
2.244083333E0,4.272745395E-1,-2.422082638E0,3.266342372E-1,2.481075928E0
2.254046333E0,1.454129735E0,-2.527018378E0,-4.625720608E-1,2.951997304E0
2.264008333E0,1.568931190E0,-2.630267050E0,-1.426036495E-1,3.065972217E0
2.273971333E0,8.977442884E-1,-2.666407813E0,4.194476759E-1,2.844575853E0
2.283933333E0,8.626348282E-1,-3.019442229E0,1.715502906E-1,3.144932388E0
2.293896333E0,1.309677196E0,-3.350526782E0,-8.666859984E-2,3.598443486E0
2.303858333E0,1.982980570E0,-3.188575281E0,6.284002662E-3,3.754898634E0
2.313821333E0,1.696343627E0,-2.970791641E0,2.041847706E-1,3.427079820E0
2.323783333E0,1.661917560E0,-2.773176802E0,2.292243022E-1,3.241145373E0
2.333745333E0,1.328179102E0,-2.669251606E0,1.832026219E-1,2.987059937E0
2.343708333E0,7.570865922E-1,-1.920633464E0,-2.468302685E-1,2.079167668E0
2.353670333E0,-6.232732630E-2,-1.632660724E0,-3.423486292E-2,1.634208604E0
2.363633333E0,-2.500103133E-1,-1.259673416E0,2.611641330E-1,1.310530036E0
2.373595333E0,-1.935479361E-1,-1.461895276E0,-3.549903095E-2,1.475079246E0
2.383558333E0,-5.067230432E-2,-1.065622820E0,2.829549515E-1,1.103713360E0
2.393520333E0,3.460680431E-1,-4.765177432E-1,-7.876725733E-2,5.941687731E-1
2.403483333E0,6.630839029E-1,-7.825217611E-1,-2.519015586E-1,1.056160482E0
2.413445333E0,7.200846807E-1,-1.106009392E0,1.763052464E-1,1.331488739E0
2.423408083E0,1.325549024E0,-9.691388646E-1,6.620334506E-2,1.643378604E0
2.433370083E0,8.613618893E-1,-1.073166240E0,1.701545602E-1,1.386572269E0
2.443333083E0,8.498322033E-1,-7.230580629E-1,-1.330849671E-1,1.123716755E0
2.453295083E0,3.846187725E-1,-4.024349096E-1,-9.920093715E-2,5.654434389E-1
2.463258083E0,-5.594368800E-2,-2.140969888E-1,-5.812190831E-2,2.287911123E-1
2.473220083E0,1.651543320E-2,-2.925365828E-1,1.342918324E-1,3.223115078E-1
2.483183083E0,-6.415837640E-1,-6.975710001E-1,2.250727791E-1,9.741112782E-1
2.493145083E0,-8.671659087E-1,-6.507615537E-1,1.046979046E-1,1.089233200E0
2.503108083E0,-6.589224395E-1,-9.756038386E-1,2.005904871E-1,1.194243767E0
2.513070083E0,-1.390152681E-2,-2.152363736E0,-7.580540872E-1,2.281996692E0
2.523033083E0,-3.342634832E-2,-2.051473246E0,7.172229803E-1,2.173492260E0
2.532995083E0,7.889862234E-1,-2.116972733E0,1.931914204E-1,2.267464605E0
2.542958083E0,9.471972609E-1,-2.182955930E0,-6.911689568E-1,2.477941438E0
2.552920083E0,2.507326125E0,-2.309948098E0,8.458576316E-1,3.512551729E0
2.562883083E0,2.547947025E0,-2.180320005E0,-1.926078683E-1,3.359006871E0
2.572845083E0,2.867561387E0,-1.984691465E0,-5.725231040E-1,3.534075724E0
2.582807083E0,2.776678407E0,-1.327277607E0,9.471477789E-1,3.220046232E0
2.592770083E0,3.251835430E0,-1.294369039E0,2.199927181E-1,3.506882043E0
2.602732083E0,3.918689910E0,-1.088156162E0,-7.155366433E-1,4.129431817E0
2.612695083E0,3.353232873E0,-3.623515885E-1,6.480077344E-1,3.434440770E0
2.622657083E0,3.141097351E0,-4.436548929E-1,-4.583234739E-1,3.205211794E0
2.632620083E0,1.982836290E0,1.964098193E-1,-7.496013522E-2,1.993949746E0
2.642582083E0,2.623940765E-1,6.261598324E-1,5.096842468E-1,8.489433541E-1
2.652545083E0,-8.817237580E-2,3.389942278E-1,-4.927062714E-1,6.045253710E-1
2.662507083E0,2.237920196E-1,1.036747588E0,4.553735536E-1,1.154250191E0
2.672470083E0,-7.276427277E-2,4.836029241E-1,-4.908714151E-1,6.929077671E-1
2.682432083E0,6.359237141E-2,7.330463498E-1,1.793159777E-1,7.573342462E-1
2.692395083E0,6.464094620E-2,4.633332952E-1,6.674421251E-2,4.725579163E-1
2.702357083E0,-3.831659860E-2,8.891822470E-2,-2.025884807E-2,9.891932742E-2
2.712320083E0,1.121450555E-1,-8.146236693E-2,3.288456541E-1,3.568642528E-1
2.722282083E0,-8.341118909E-2,1.848281113E-2,-2.229414690E-1,2.387507892E-1
2.732245083E0,7.638013611E-2,-4.343671756E-2,1.281054783E-1,1.553437710E-1
2.742207083E0,-3.028529716E-2,-1.058930755E-3,-1.654574919E-1,1.682096970E-1
2.752170083E0,8.842735095E-2,-5.195040973E-2,1.957583481E-1,2.209967699E-1
2.762132083E0,3.162206202E-2,-2.372734331E-2,1.910987020E-2,4.391046305E-2
2.772095083E0,5.799623885E-2,-4.575464521E-2,1.086348349E-1,1.313719096E-1
2.782057083E0,3.157360779E-2,-4.653382324E-2,-1.145609879E-1,1.276186090E-1
2.792020083E0,6.313839450E-2,-5.533687949E-2,-7.518642247E-2,1.127014872E-1
2.801982083E0,6.369620974E-2,-3.592967838E-2,-9.480090737E-3,7.374293894E-2
2.811944083E0,7.412080853E-2,-4.803032672E-2,1.114689803E-1,1.422186349E-1
2.821907083E0,5.760042803E-2,-3.087264083E-2,8.168150961E-2,1.046078308E-1
2.831869083E0,4.434113564E-2,-3.276361210E-2,-1.801293254E-2,5.800048557E-2
2.841832083E0,2.138009735E-2,-2.463996576E-2,-1.873108757E-1,1.901304831E-1
2.851794083E0,2.894257088E-2,-2.919268096E-2,-3.701813757E-2,5.531932339E-2
2.861757083E0,2.035207005E-2,-4.592951350E-3,1.152106136E-1,1.170845312E-1
2.871719083E0,5.367902940E-2,-1.132777434E-2,4.307737327E-1,4.342531122E-1
2.881682083E0,-2.838264973E-1,-1.405757072E-1,-1.326382399E-2,3.170093674E-1
2.891644083E0,-5.100717418E0,-1.748688413E-1,-4.339937943E-1,5.122133140E0
2.901607083E0,-5.729088448E0,2.586767640E-1,2.215808219E-1,5.739204315E0
2.911569083E0,-4.529066426E0,1.552766489E-1,-8.731881022E-2,4.532568599E0
2.921532083E0,-3.108006788E0,-1.132556848E0,4.173853630E-1,3.334156828E0
2.931494083E0,-2.568962210E0,-1.897391658E0,-9.713160753E-2,3.195167678E0
2.941457083E0,-2.873223831E0,-2.144758848E0,-3.246608019E-2,3.585590571E0
2.951419083E0,-2.575202943E0,-1.773427178E0,3.218950689E-1,3.143299316E0
2.961382083E0,-1.724517851E0,-1.963874354E0,-4.985365301E-1,2.660695956E0
2.971344083E0,-1.845777116E0,-2.365160140E0,1.605429071E-1,3.004438329E0
2.981307083E0,-1.675307391E0,-2.622974111E0,5.815880424E-1,3.166211094E0
2.991269083E0,-4.859944353E-1,-3.488239820E0,-3.664292175E-1,3.540943096E0
3.001232083E0,6.718791385E-1,-3.282532142E0,3.611532748E-1,3.369995628E0
3.011194083E0,1.211034375E0,-3.794866347E0,-1.224640846E-1,3.985299525E0
3.021157083E0,2.101963661E0,-4.244814854E0,-1.522907317E-1,4.739187361E0
3.031119083E0,1.864888741E0,-4.181330172E0,6.241803306E-1,4.620706992E0
3.041081083E0,1.730557732E0,-4.229096369E0,-3.050509948E-1,4.579644339E0
3.051044083E0,9.882417912E-1,-3.619786970E0,1.635279107E-1,3.755824932E0
3.061006083E0,1.146941144E0,-3.337488953E0,2.886618340E-1,3.540851897E0
3.070969083E0,6.106721661E-1,-2.910861481E0,-1.534367859E-2,2.974268058E0
3.080931083E0,3.849538910E-1,-2.350031639E0,1.391578853E-1,2.385414664E0
3.090894083E0,-1.578279718E-1,-2.148698701E0,8.181248724E-2,2.156040134E0
