"Time (s)","Linear Acceleration x (m/s2)","Linear Acceleration y (m/s2)","Linear Acceleration z (m/s2)","Absolute acceleration (m/s2)"
3.043799375E0,9.493550754E-3,-2.538981635E-2,-4.452479303E-2,5.212703209E-2
3.053761375E0,4.931263939E-2,-2.092371304E-2,1.760830522E-2,5.638785847E-2
3.063724375E0,4.151779843E-2,-1.570980566E-2,2.779181600E-3,4.447751601E-2
3.073686375E0,3.865237953E-2,-1.327244863E-2,-1.502442062E-2,4.354190569E-2
3.083649375E0,3.927081395E-2,-1.380898548E-2,2.508864820E-2,4.860375682E-2
3.093611375E0,1.144419788E-2,-2.395019531E-2,1.117636800E-2,2.880091530E-2
3.103574375E0,1.443834689E-2,-2.114879429E-2,5.847391069E-2,6.383522219E-2
3.113536375E0,-1.680983137E-3,3.442529943E-3,1.402045369E-2,1.453443630E-2
3.123498375E0,-1.247982885E-2,-1.684041962E-2,3.827119589E-2,4.363519561E-2
3.133461375E0,-2.132922201E-2,-2.046379298E-2,1.686629355E-2,3.403196134E-2
3.143423375E0,5.896656602E-3,-1.891799016E-2,3.362909138E-2,3.903302061E-2
3.153386375E0,5.326781482E-3,-2.346193453E-2,-1.295251822E-1,1.317406915E-1
3.163348375E0,2.251294285E-2,-3.563656842E-2,1.188037276E-1,1.260599988E-1
3.173311375E0,3.645180048E-2,-1.259819157E-2,7.733585894E-2,8.641922973E-2
3.183273375E0,3.684351139E-2,-2.641662396E-2,1.939398640E-1,1.991681531E-1
3.193236375E0,5.252136750E-2,-2.166090075E-2,3.586974442E-2,6.718874333E-2
3.203198375E0,-1.743904879E0,-4.876858521E-1,-2.342341965E-1,1.825899059E0
3.213161375E0,-1.135045832E1,-1.738747781E0,-1.945222467E-1,1.148451073E1
3.223123375E0,-5.699944755E0,-3.928880145E-1,8.552020669E-1,5.777118813E0
3.233086375E0,-1.841668132E0,1.177809765E0,-2.580598462E-1,2.201266053E0
3.243048375E0,-1.022074877E0,1.647160942E0,-7.735223114E-2,1.940041131E0
3.253011375E0,-1.291940252E0,1.236310135E0,1.083845741E-1,1.791457390E0
3.262973375E0,-1.615051980E0,-2.780831611E-1,1.150848985E-2,1.638858014E0
3.272935375E0,-2.840465975E0,-2.487887934E0,-4.144366121E-1,3.798630152E0
3.282898375E0,-3.426296757E0,-3.405033064E0,4.545467573E-1,4.851842164E0
3.292860375E0,-3.690076057E0,-4.177333600E0,4.106031775E-1,5.588861448E0
3.302823375E0,-2.412190465E0,-4.905825042E0,-8.865840733E-2,5.467507887E0
3.312785375E0,-1.076488043E0,-5.461484191E0,-1.633419693E-2,5.566588083E0
3.322748375E0,4.742097010E-1,-5.352448238E0,3.425731623E-1,5.384322924E0
3.332710375E0,5.244330077E-1,-4.766702240E0,-9.482371151E-2,4.796401960E0
3.342673375E0,4.297237774E0,-4.378328715E0,2.307591963E-1,6.139158299E0
3.352635375E0,6.172399195E0,-3.046671543E0,-3.288193417E-1,6.891214804E0
3.362598375E0,4.310160705E0,-1.941241537E0,9.316894948E-1,4.818085649E0
3.372560375E0,4.752499938E0,-2.297554340E0,-7.154512739E-1,5.326995601E0
3.382523375E0,3.738100116E0,-1.611333151E0,1.328785604E-1,4.072768556E0
3.392485375E0,1.420550930E0,-9.068791010E-1,1.330650866E-1,1.690591898E0
3.402447375E0,1.040483959E0,-2.647492253E-1,-1.271933126E-1,1.081146225E0
3.412410375E0,6.872760998E-1,-6.197330115E-1,2.687263370E-2,9.258183307E-1
3.422372375E0,6.766590911E-1,-7.386953449E-1,4.603939730E-1,1.102497596E0
3.432335375E0,1.523566444E0,-1.229011786E0,-3.195976979E-1,1.983397935E0
3.442297375E0,1.272995419E0,-8.374632957E-1,2.805394667E-1,1.549375520E0
3.452260375E0,1.759011453E0,-9.484778742E-1,-2.527488202E-1,2.014351890E0
3.462222375E0,1.967733078E0,-1.223362133E-1,3.689616466E-1,2.005759784E0
3.472185000E0,2.353056696E0,-2.882629808E-1,-3.815091866E-1,2.401149854E0
3.482147000E0,2.141168219E0,2.797615495E-1,4.575791234E-1,2.207316588E0
3.492110000E0,1.599523822E0,-3.378242730E-1,-1.412418330E-1,1.640899434E0
3.502072000E0,1.202699243E0,-7.241986354E-1,-5.761203110E-2,1.405086573E0
3.512035000E0,5.454779774E-1,-7.702356646E-1,3.054766721E-1,9.920308463E-1
3.521997000E0,2.974963190E-1,-7.403479873E-1,-3.904770613E-1,8.883082446E-1
3.531959000E0,3.204250058E-1,1.254237990E0,2.938629323E-1,1.327456419E0
3.541922000E0,3.853937843E-1,8.062890847E-1,5.973515511E-3,8.936812295E-1
3.551884000E0,1.155364862E-1,8.144039968E-1,-2.043730509E-1,8.475676336E-1
3.561847000E0,2.711107219E-1,1.388026816E0,1.361483234E-1,1.420794085E0
3.571809000E0,2.907069525E-1,8.615150133E-1,2.416069508E-2,9.095616469E-1
3.581772000E0,3.795481127E-2,7.302926036E-1,-1.866168112E-1,7.547143094E-1
3.591734000E0,1.674176065E-1,1.013397098E0,1.480778128E-1,1.037752076E0
3.601697000E0,1.205704730E-1,6.349073401E-1,7.658098340E-3,6.462996333E-1
3.611659000E0,6.467156185E-2,7.742793797E-1,5.555439591E-3,7.769953871E-1
3.621622000E0,1.125903210E-1,7.811931275E-1,4.746418834E-2,7.906909206E-1
3.631584000E0,5.424053569E-2,6.691688810E-1,-1.188154221E-3,6.713646093E-1
3.641547000E0,3.430788460E-2,1.425331723E-1,-1.016889274E-2,1.469562606E-1
3.651509000E0,6.710933915E-2,-2.183622586E-2,1.308367127E-1,1.486564144E-1
3.661472000E0,-2.095358865E-3,8.456128160E-2,-9.309878290E-2,1.257870592E-1
3.671434000E0,7.900127387E-2,3.817034969E-2,1.504435962E-1,1.741592734E-1
3.681396000E0,-1.387753952E-2,3.455996811E-2,-1.932393676E-1,1.967954031E-1
3.691359000E0,5.974424113E-2,3.321996901E-2,7.530161262E-2,1.017018857E-1
3.701321000E0,4.635700435E-2,3.424831152E-2,1.002972901E-1,1.156782827E-1
3.711284000E0,4.436714204E-2,4.370768119E-2,6.930938601E-2,9.318044686E-2
3.721246000E0,4.933354775E-2,3.372469336E-2,-3.816594601E-2,7.090693415E-2
3.731209000E0,5.427526267E-2,2.916828711E-2,-6.391416013E-2,8.877844883E-2
3.741171000E0,8.897874339E-2,6.643694133E-2,2.266287231E-1,2.523720708E-1
3.751134000E0,2.471829104E-2,4.752362894E-2,-9.205856323E-2,1.065094751E-1
3.761096000E0,1.560704084E-2,2.066449866E-2,-1.152486205E-2,2.834472921E-2
3.771059000E0,-3.376323930E-2,6.575120911E-3,-5.193730831E-2,6.229504425E-2
3.781021000E0,-3.193762437E-2,7.733892873E-3,2.396072030E-2,4.066867427E-2
3.790984000E0,-4.262445251E-2,3.597510394E-2,-3.530899644E-2,6.601346290E-2
3.800946000E0,-4.390970706E-2,4.487480370E-2,-9.233221292E-2,1.116559355E-1
3.810908000E0,-1.134269387E-2,6.389067991E-2,-3.858577609E-3,6.500434066E-2
3.820871000E0,4.137001005E-3,5.451499851E-2,-2.659606040E-2,6.079761730E-2
3.830833000E0,3.454907311E-2,5.953603914E-2,5.724014819E-2,8.952437084E-2
3.840796000E0,4.713454699E-2,6.460049534E-2,-1.475252509E-2,8.131744287E-2
3.850758000E0,4.740621868E-2,1.389775353E-2,-3.016753972E-2,5.788417378E-2
3.860721000E0,1.341617319E-1,1.605110032E-2,3.519877642E-1,3.770310256E-1
3.870683000E0,-3.504189563E-1,1.574450888E-1,-4.674012762E-1,6.050176476E-1
3.880646000E0,-2.883204443E0,-2.841653617E-2,5.003181767E-1,2.926430187E0
3.890608000E0,-5.649510766E0,-1.497353669E0,4.025416213E-1,5.858419553E0
3.900571000E0,-4.525665978E0,-4.221080129E-1,-7.499457532E-1,4.606760939E0
3.910533000E0,-4.680665724E0,-7.029602326E-1,2.900335908E-2,4.733246867E0
3.920496000E0,-3.526532943E0,-8.658703119E-1,4.163644391E-1,3.655068446E0
3.930458000E0,-2.241132217E0,-3.615207723E-1,-1.443560600E-2,2.270149614E0
3.940421000E0,-1.670722005E0,-5.474875923E-1,-5.388209224E-2,1.758965025E0
3.950383000E0,-1.790522098E0,-1.450502707E0,-4.000197172E-2,2.304675171E0
3.960345000E0,-1.238601074E0,-1.433310870E0,-5.072284162E-2,1.895015957E0
3.970308000E0,-1.460921714E0,-1.760114238E0,1.492805851E-1,2.292286867E0
3.980270000E0,-9.762520024E-1,-2.913321404E0,1.385854429E-1,3.075665051E0
3.990233000E0,-3.861307528E-1,-3.677068633E0,4.100780976E-1,3.719958970E0
4.000195000E0,4.799040577E-2,-3.978054644E0,5.439278805E-1,4.015355447E0
4.010158000E0,2.210857089E-1,-4.225187505E0,3.385163641E-1,4.244488388E0
4.020120000E0,7.033710726E-1,-4.353176332E0,-1.794319280E0,4.760720189E0
4.030083000E0,3.636200689E-1,-3.527045159E0,1.175559318E-1,3.547687487E0
4.040045000E0,7.968538713E-1,-2.883511130E0,9.244301766E-1,3.131163311E0
4.050008000E0,1.487305521E0,-2.412308578E0,5.691720647E-1,2.890547912E0
4.059970000E0,1.715601139E0,-2.035738681E0,7.775539666E-1,2.773465236E0
4.069933000E0,2.334879603E0,-1.898794552E0,-1.476670459E0,3.352258813E0
4.079895000E0,2.293375774E0,-1.223260172E0,-5.396471339E-1,2.654648172E0
4.089857000E0,8.650282397E-1,-8.643895776E-1,1.473651541E0,1.914965290E0
4.099820000E0,1.505413617E0,-1.445294154E0,4.254042345E-1,2.129815511E0
4.109782000E0,2.143268246E0,-2.640547332E0,-1.189980306E0,3.603073982E0
4.119745000E0,4.922000122E-1,-1.498107813E0,4.217579108E-1,1.632319701E0
4.129707000E0,-1.520520922E-1,-9.478175774E-1,6.301076531E-1,1.148265498E0
4.139670000E0,-1.493720483E-1,-1.569803594E0,-1.146999178E0,1.949923703E0
4.149632000E0,-1.096213186E0,-1.180960391E0,8.214238715E-1,1.808614932E0
4.159595000E0,1.855601097E-1,-1.204007849E0,-1.711748993E-1,1.230190352E0
4.169557000E0,6.679591651E-1,-1.465362236E0,-2.391616452E-1,1.628082990E0
4.179520000E0,5.375047507E-2,-1.300072267E0,5.092117918E-1,1.397273653E0
4.189482000E0,1.016229343E0,-1.320115938E0,-4.414162499E-1,1.723449005E0
4.199445000E0,6.739424930E-2,-1.132598948E0,2.924771422E-1,1.171693321E0
4.209407000E0,-2.022477525E-1,-1.347516867E0,-1.434146583E-2,1.362685414E0
4.219370000E0,-2.040721203E-1,-1.173504972E0,-9.162586927E-4,1.191117202E0
4.229332000E0,7.671405324E-3,-1.506195682E0,2.578318048E-1,1.528123530E0
4.239294000E0,4.622552148E-1,-1.858792434E0,7.204062045E-2,1.916762647E0
4.249257000E0,8.266797144E-1,-1.638572990E0,2.299838555E-1,1.849652229E0
4.259219000E0,1.074800756E0,-1.681024945E0,9.335839927E-2,1.997437689E0
4.269182000E0,1.367142754E0,-1.668099090E0,-2.436634165E-1,2.170485140E0
4.279144000E0,2.131710347E0,-1.244848239E0,3.950642020E-1,2.499982373E0
4.289107000E0,2.200773858E0,-8.617794536E-1,-3.208279520E-1,2.385162463E0
4.299069000E0,2.609205964E0,-3.424431714E-1,-9.711640477E-2,2.633373252E0
4.309032000E0,2.482160586E0,3.130250255E-2,5.086071897E-1,2.533926261E0
4.318994000E0,3.046948116E0,-9.851392586E-2,-3.821289915E-1,3.072396521E0
4.328957000E0,3.134785282E0,1.170786163E-2,1.865671098E-2,3.134862662E0
4.338919000E0,2.627490500E0,-1.507524206E-1,3.788750160E-1,2.658943192E0
4.348882000E0,1.723096392E0,-3.779070460E-1,-4.212913030E-1,1.813659636E0
4.358844000E0,-2.952407191E-2,-4.952103781E-2,7.213008285E-2,9.234041834E-2
4.368806000E0,9.021377583E-2,-3.256966727E-2,2.430576450E-1,2.612973925E-1
4.378769000E0,-1.233723217E-2,6.347956583E-3,-2.527271855E-1,2.531077520E-1
4.388731000E0,1.090747830E-1,-4.120216755E-2,1.128436607E-1,1.622609586E-1
4.398694000E0,1.149760398E-2,-1.081647187E-2,-4.031772137E-2,4.329791701E-2
4.408656000E0,2.970274089E-2,-2.236066628E-2,6.709679961E-3,3.777925381E-2
4.418619000E0,6.893256037E-2,-4.544180090E-2,1.598313010E-1,1.798963588E-1
4.428581000E0,-3.400352789E-2,-3.869767718E-2,-3.036459088E-3,5.160397477E-2
4.438544000E0,2.879579663E-2,-7.818070851E-2,1.415733701E-1,1.642694135E-1
4.448506000E0,-1.095847699E-2,-6.299994797E-2,-4.211106241E-2,7.656646288E-2
4.458469000E0,9.725203277E-3,-5.167533478E-2,2.346253753E-2,5.757960117E-2
4.468430625E0,6.035155213E-2,-1.294379856E-2,1.277873898E-1,1.419135961E-1
4.478393625E0,6.377818496E-2,1.378563317E-2,-1.651429117E-2,6.730841234E-2
4.488355625E0,8.542129738E-2,1.765036862E-3,-4.360210240E-2,9.592213892E-2
4.498318625E0,8.401214582E-2,6.149516702E-3,-8.028285563E-2,1.163666366E-1
4.508280625E0,9.279103663E-2,-2.446858753E-3,-6.336861491E-2,1.123910359E-1
4.518242625E0,9.167054566E-2,-2.363994570E-2,8.166806102E-3,9.502122234E-2
4.528205625E0,7.937484699E-2,-4.620716488E-2,3.764963686E-2,9.926209537E-2
4.538167625E0,6.893286187E-2,-4.986733915E-2,4.737063289E-2,9.737796373E-2
4.548130625E0,4.485834927E-2,-6.999287071E-2,5.599293709E-3,8.332241919E-2
4.558092625E0,4.821220254E-2,-7.766249903E-2,5.903641284E-2,1.088171782E-1
4.568055625E0,3.207668760E-2,-4.774832647E-2,5.513690472E-2,7.967995250E-2
4.578017625E0,2.620130482E-2,-2.088333070E-2,6.651090860E-2,7.447363855E-2
4.587980625E0,3.967067671E-2,-1.368650459E-2,4.135794103E-2,5.891996508E-2
4.597942625E0,6.788165127E-3,-1.088082779E-2,-6.986896455E-2,7.103621476E-2
4.607905625E0,1.305921255E-2,-1.159853697E-2,-1.718672097E-2,2.450413169E-2
4.617867625E0,1.836449638E-2,-1.275716275E-3,1.101825929E-1,1.117098292E-1
4.627830625E0,-3.163173733E-2,1.416500783E-2,1.024262613E-1,1.081311854E-1
4.637792625E0,-1.281967972E0,1.766451889E-1,-3.362850666E-1,1.337061348E0
4.647754625E0,-3.865758575E0,5.325189761E-1,2.427869189E-1,3.909809625E0
4.657717625E0,-4.498297208E0,5.127427791E-1,-1.356074560E-1,4.529456072E0
4.667679625E0,-5.514744140E0,2.978848848E-1,1.485894442E-2,5.522803556E0
4.677642625E0,-4.856246793E0,-1.128468913E0,4.143746316E-1,5.002827334E0
4.687604625E0,-3.134066367E0,-2.994435442E0,4.916315532E-1,4.362421024E0
4.697567625E0,-1.939328620E0,-4.917290847E0,-9.911849141E-2,5.286829792E0
4.707529625E0,-2.794698648E0,-5.435886251E0,-9.603420210E-1,6.187201036E0
4.717492625E0,-2.159363877E0,-5.549653187E0,4.538778359E-1,5.972228055E0
4.727454625E0,-2.270606862E0,-4.805183351E0,9.473658800E-1,5.398420572E0
4.737417625E0,-9.782136702E-1,-3.828024445E0,-3.343268341E-1,3.965154167E0
4.747379625E0,-2.408309887E-1,-3.209284949E0,-2.374226832E-1,3.227054226E0
4.757342625E0,-6.555872608E-1,-3.425654148E0,8.259484470E-1,3.584284006E0
4.767304625E0,-4.012810713E-1,-4.304842370E0,3.742586392E-1,4.339673243E0
4.777266625E0,1.173817506E0,-4.014693882E0,-9.998469794E-1,4.300617221E0
4.787229625E0,2.861390528E0,-3.367129074E0,1.363097066E0,4.624191558E0
4.797191625E0,4.032913513E0,-3.233183396E0,-8.001698273E-1,5.230500744E0
4.807154625E0,6.136186219E0,-2.741981321E0,2.466086590E-1,6.725478326E0
4.817116625E0,6.384045013E0,-2.577343609E0,3.653948450E-1,6.894363219E0
4.827079625E0,3.155569502E0,-3.038679276E0,-5.834942347E-1,4.419463333E0
4.837041625E0,2.050472203E0,-2.943124663E0,6.321214342E-1,3.642251576E0
4.847004625E0,2.621145101E0,-2.836614706E0,-3.418299812E-1,3.877322835E0
4.856966625E0,2.705695547E0,-1.968580632E0,2.695572263E-1,3.356897258E0
4.866929625E0,1.904482577E0,-1.607283077E0,1.562668383E-2,2.492118972E0
4.876891625E0,9.116328873E-1,-1.477720326E0,-2.903025627E-1,1.760399802E0
4.886854625E0,-5.059662399E-2,-1.392881174E0,3.376386970E-1,1.434112225E0
4.896816625E0,5.745594699E-1,-1.624692723E0,-3.946560663E-1,1.767907927E0
4.906778625E0,-1.447391257E-1,-1.281108285E0,4.159182966E-1,1.354686636E0
4.916741625E0,2.358561456E-2,-1.423536664E0,2.959807938E-1,1.454172461E0
4.926703625E0,7.570357215E-1,-1.854914853E0,1.912770420E-1,2.012560335E0
4.936666625E0,1.208714712E0,-2.083368492E0,1.491384977E-1,2.413225605E0
4.946628625E0,7.442223524E-1,-2.162262634E0,-2.562951565E-2,2.286898222E0
4.956591625E0,1.114117799E0,-2.201627405E0,-1.550488633E-1,2.472339348E0
4.966553625E0,1.648296032E0,-2.644046306E0,8.467820764E-2,3.116894461E0
4.976516625E0,1.488204238E0,-2.793502893E0,3.781306654E-1,3.187694004E0
4.986478625E0,1.397899255E0,-2.674711736E0,1.548471344E-1,3.021950171E0
4.996441625E0,1.263504365E0,-2.651142487E0,-1.923845047E-1,2.943129553E0
5.006403625E0,1.508445691E0,-2.309333848E0,-1.898532450E-2,2.758403826E0
5.016366625E0,1.615982565E0,-1.636848792E0,-7.557526231E-3,2.300158850E0
5.026328625E0,1.831855773E0,-9.307179800E-1,-8.758485854E-2,2.056599776E0
5.036290625E0,1.825654801E0,-5.746528061E-1,2.355129826E-1,1.928395101E0
5.046253625E0,2.884246417E0,-2.356460799E-1,7.063962758E-2,2.894718713E0
5.056215625E0,4.198348786E0,2.036315143E-1,-2.051559931E-1,4.208287930E0
5.066178625E0,3.604015275E0,5.877979681E-1,2.353317189E-1,3.659209419E0
5.076140625E0,3.524516531E0,9.791173574E-1,-1.181231117E-1,3.659896262E0
5.086103625E0,3.058368021E0,1.167882436E0,-6.351596475E-2,3.274385226E0
5.096065625E0,2.525711818E0,1.295245829E0,1.302975994E-1,2.841453749E0
5.106028625E0,2.291082349E0,1.506217024E0,-1.054831856E-1,2.743879509E0
5.115990625E0,1.581848712E0,1.555865002E0,3.028506875E-1,2.239348073E0
5.125953625E0,1.164369648E0,1.513088672E0,-2.278127843E-1,1.922782533E0
5.135915625E0,5.129488935E-1,1.516730318E0,1.261916846E-1,1.606085853E0
5.145878625E0,8.781324713E-2,8.686310016E-1,9.624049187E-2,8.783468652E-1
5.155840625E0,3.131311890E-2,6.784888311E-1,-5.701619983E-3,6.792349474E-1
5.165803625E0,6.015876304E-2,6.589559148E-1,9.907639146E-2,6.690725714E-1
5.175765625E0,-9.775037086E-2,3.312791191E-1,-2.263480568E-1,4.129581487E-1
5.185727625E0,-4.351372722E-2,-9.391689973E-2,-7.695520520E-2,1.289803556E-1
5.195690625E0,-8.693766313E-2,-2.692427192E-2,-1.850287074E-1,2.062006213E-1
5.205652625E0,-5.033215625E-2,-8.700784799E-3,2.109850824E-2,5.526460584E-2
5.215615625E0,-3.491620059E-2,1.951126328E-2,4.116147459E-2,5.739422835E-2
5.225577625E0,1.706388833E-2,4.521017807E-2,1.242474854E-2,4.989499836E-2
5.235540625E0,6.810959675E-2,8.761509961E-2,-8.529333472E-3,1.113017178E-1
5.245502625E0,8.707647968E-2,8.856741004E-2,-3.546804070E-2,1.291684224E-1
5.255465625E0,1.057255162E-1,6.821882548E-2,1.140739149E-1,1.698368363E-1
5.265427625E0,1.020100035E-1,4.588878399E-2,1.967032582E-1,2.262829934E-1
5.275390625E0,1.094330164E-1,1.990832577E-2,1.491004908E-1,1.860185014E-1
5.285352625E0,6.752721407E-2,5.034617130E-3,-1.403331757E-4,6.771478201E-2
5.295315625E0,5.904716166E-2,-1.236326141E-2,-5.163383782E-2,7.940699428E-2
5.305277625E0,5.624601646E-2,-5.556590762E-3,2.381278574E-2,6.133138539E-2
5.315239625E0,5.207245208E-2,5.644390360E-4,7.681370258E-2,9.280195990E-2
5.325202625E0,3.645202203E-2,3.129802577E-2,8.835259795E-2,1.005708601E-1
5.335164625E0,2.357039125E-2,4.735016763E-2,8.880166411E-3,5.363263068E-2
5.345127625E0,1.353278677E-3,4.185822515E-2,-1.135581905E-1,1.210347264E-1
5.355089625E0,2.552259383E-3,4.236742627E-2,6.799142361E-3,4.298535999E-2
5.365052625E0,-2.390504841E-2,5.811511092E-3,1.473439872E-2,2.867625336E-2
5.375014625E0,-4.350342150E-2,-1.014305536E-2,3.675091982E-2,5.784513257E-2
5.384977625E0,-7.983766325E-2,2.510240743E-2,-2.213165277E-1,2.366118948E-1
5.394939625E0,2.127635496E-2,-9.095332984E-2,2.750647187E-1,2.904923252E-1
5.404902625E0,-2.426836059E-1,-6.551726932E-1,-2.386757416E-1,7.383174792E-1
5.414864625E0,-2.042104252E0,-2.524127880E-2,-2.349265069E-1,2.055727940E0
5.424827625E0,-4.764358384E0,1.224570460E0,2.193933785E-1,4.924105713E0
5.434789625E0,-5.019698982E0,1.941000777E0,-3.036932713E-1,5.390463013E0
5.444751625E0,-4.268831415E0,1.343431856E0,-1.575883090E-1,4.478009031E0
5.454714625E0,-3.300751189E0,-2.272194747E-1,2.617383295E-1,3.318899525E0
5.464676625E0,-2.234057379E0,-9.387000141E-1,2.219579673E-1,2.433399973E0
5.474639417E0,-1.068850995E0,-1.302176241E0,3.926738602E-1,1.729826053E0
5.484601417E0,-5.570154110E-1,-1.976696275E0,2.362199110E-1,2.067218948E0
5.494564417E0,-1.812696603E-1,-3.291586556E0,5.350523919E-1,3.339712833E0
5.504526417E0,9.956795043E-2,-4.104180547E0,7.307113373E-1,4.169910167E0
5.514489417E0,3.677237910E-1,-4.657934381E0,1.493072484E0,4.905184902E0
5.524451417E0,-1.167085606E0,-5.398341279E0,-4.502170111E0,7.125567562E0
5.534414417E0,-5.461319154E-1,-4.214705787E0,1.086647726E0,4.386662538E0
5.544376417E0,8.547797517E-1,-3.277305316E0,7.999827164E-1,3.480136622E0
5.554339417E0,9.101104186E-1,-2.544581367E0,3.561468887E-1,2.725809222E0
5.564301417E0,1.122910184E0,-2.163881143E0,7.994383407E-1,2.565620889E0
5.574263417E0,1.937467890E0,-2.206731878E0,-1.907693868E0,3.501819998E0
5.584226417E0,1.818485237E0,-1.356795960E0,1.308957696E-2,2.268910569E0
5.594188417E0,9.528302492E-1,-9.353652008E-1,1.622545041E0,2.101296255E0
5.604151417E0,2.875044069E0,-1.511395026E0,-6.694763714E-1,3.316382357E0
5.614113417E0,2.949974091E0,-2.598308508E0,-7.704285496E-1,4.005884970E0
5.624076417E0,1.015830563E0,-1.988507504E0,1.903524218E0,2.934191247E0
5.634038417E0,5.230358886E-1,-1.776130054E0,-1.609329164E0,2.453190752E0
5.644001417E0,-4.710395965E-1,-1.256161870E0,8.919465548E-1,1.611021292E0
5.653963417E0,-8.816679537E-1,-1.231075707E0,2.184426212E-1,1.529902924E0
5.663926417E0,-6.023819838E-1,-1.032199404E0,-6.386030728E-1,1.355032675E0
5.673888417E0,-7.784307566E-1,-5.623179950E-1,8.096575195E-1,1.256065790E0
5.683851417E0,-1.080589207E-2,-1.091828286E0,-5.942349851E-1,1.243109404E0
5.693813417E0,-3.714813580E-1,-8.320754519E-1,4.686297762E-1,1.024676449E0
5.703775417E0,-2.419200692E-1,-1.521657474E0,-3.107724953E-1,1.571797167E0
5.713738417E0,-4.972984188E-1,-1.699552725E0,3.576507926E-2,1.771175972E0
5.723700417E0,7.096474738E-1,-1.346437325E0,3.548610860E-1,1.562824174E0
5.733663417E0,2.760665514E0,-9.088268086E-1,-5.136217618E-1,2.951448384E0
5.743625417E0,2.808608882E0,-8.335466114E-1,3.566491646E-1,2.951318761E0
5.753588417E0,3.439937726E0,-9.571109958E-1,7.691193581E-2,3.571435070E0
5.763550417E0,3.466215990E0,-1.237929813E0,-1.189540011E-1,3.682563451E0
5.773513417E0,3.378469748E0,-1.026168148E0,3.558685613E-1,3.548763354E0
5.783475417E0,3.889986220E0,-1.300872751E0,-5.713899136E-3,4.101742966E0
5.793438417E0,3.886788963E0,-1.490061752E0,-1.320897710E-1,4.164716098E0
5.803400417E0,3.919900576E0,-1.028119948E0,3.059789479E-1,4.064021932E0
5.813363417E0,2.340001910E0,-8.575738437E-1,-2.586205941E-1,2.505579064E0
5.823325417E0,2.591598353E-1,9.241599256E-2,2.851383018E-1,3.962428386E-1
5.833287417E0,3.960261786E-1,4.869439135E-1,-1.313091677E-1,6.412434846E-1
5.843250417E0,3.542831253E-1,8.015404147E-1,-2.327191830E-3,8.763498075E-1
5.853212417E0,3.054321601E-1,1.023310029E0,2.087379974E-1,1.088128563E0
5.863175417E0,2.286287267E-1,8.344830430E-1,-2.943400651E-1,9.139305869E-1
5.873137417E0,1.731707733E-1,1.099117864E0,2.481616795E-1,1.140014217E0
5.883100417E0,1.514486687E-1,7.699237888E-1,-3.292175370E-1,8.509427281E-1
5.893062417E0,1.010295442E-1,9.034432771E-1,9.340517700E-2,9.138606299E-1
5.903025417E0,1.814567713E-1,6.985746016E-1,3.560369611E-3,7.217656891E-1
5.912987417E0,2.853997638E-2,6.044254395E-1,-1.031483924E-1,6.138275271E-1
5.922950417E0,1.004313192E-1,6.631686144E-1,1.775103575E-1,6.938220147E-1
5.932912417E0,-3.993015604E-2,2.044743174E-1,-2.233881962E-1,3.054610451E-1
5.942875417E0,6.712187412E-2,-1.042508119E-1,2.258615685E-1,2.576567986E-1
5.952837417E0,-4.186716042E-3,-1.743086049E-2,2.734274983E-2,3.269540422E-2
5.962799417E0,-2.975433343E-3,-2.055142812E-2,1.838189185E-2,2.773280277E-2
5.972762417E0,5.281293342E-2,-3.315614300E-2,1.315342855E-1,1.455671805E-1
5.982724417E0,-3.136149547E-3,-3.115049321E-3,-1.159011698E-1,1.159854306E-1
5.992687417E0,9.398421580E-2,-1.338458726E-2,1.033998227E-1,1.403698804E-1
6.002649417E0,5.444674598E-2,-2.058238182E-3,-4.779280186E-2,7.247645412E-2
6.012612417E0,8.327321308E-2,-2.274270874E-2,5.250916600E-2,1.010389595E-1
6.022574417E0,8.173527659E-2,-2.776236065E-2,-4.864883423E-4,8.632288676E-2
6.032537417E0,7.091193880E-2,-3.317492718E-2,-4.044694483E-2,8.811943148E-2
6.042499417E0,7.493228786E-2,-5.115654057E-2,2.122071505E-2,9.317809911E-2
6.052462417E0,4.712445140E-2,-3.506949814E-2,-6.323763728E-3,5.908107656E-2
6.062424417E0,7.923037509E-2,-2.347044954E-2,8.273985565E-2,1.169367267E-1
6.072387417E0,6.167877872E-2,-8.507570866E-3,-1.393976212E-3,6.227835641E-2
6.082349417E0,6.373286904E-2,-5.063688755E-3,1.237621665E-2,6.512058260E-2
6.092311417E0,5.731399669E-2,2.011040188E-2,-3.403781176E-2,6.962682752E-2
6.102274417E0,4.331758511E-2,3.077033283E-2,-1.710895300E-3,5.316158129E-2
6.112236417E0,3.715219870E-2,1.810029360E-2,6.065901518E-3,4.176962602E-2
6.122199417E0,2.520743347E-2,1.486915877E-2,4.228004694E-2,5.142089997E-2
6.132161417E0,3.395991588E-2,-2.213847209E-3,4.387633681E-2,5.552756017E-2
6.142124417E0,-9.333556772E-2,3.737096222E-2,-3.047679895E-1,3.209231130E-1
6.152086417E0,-1.705664417E-1,-5.660671201E-3,-2.244985825E-1,2.820010067E-1
6.162049417E0,4.039330394E-1,-1.620811086E-1,6.999941593E-1,8.242718054E-1
6.172011417E0,2.559078881E-1,-1.013078534E-1,4.773631775E-1,5.510242568E-1
6.181974417E0,-3.491303469E0,-1.150823403E-2,-2.954352486E-1,3.503799985E0
