"Time (s)","Linear Acceleration x (m/s2)","Linear Acceleration y (m/s2)","Linear Acceleration z (m/s2)","Absolute acceleration (m/s2)"
6.191936417E0,-6.503182032E0,-2.232477315E0,-2.592380601E-1,6.880591245E0
6.201899417E0,-5.116672715E0,-2.420539996E0,2.029656261E-1,5.663969332E0
6.211861417E0,-4.866103444E0,-2.019152177E0,2.117235857E-1,5.272643087E0
6.221823417E0,-4.192093727E0,-2.752170972E0,-2.840203142E-1,5.022824147E0
6.231786417E0,-2.299863990E0,-2.639919634E0,2.242652786E-1,3.508396352E0
6.241748417E0,-1.443212837E0,-2.280091923E0,4.406052411E-2,2.698818964E0
6.251711417E0,-1.743051478E0,-2.071676984E0,9.220415890E-2,2.708980544E0
6.261673417E0,-2.004050865E0,-1.281988876E0,1.187160194E-1,2.381975827E0
6.271636417E0,-1.362207266E0,-3.689614273E-1,-1.763473463E-1,1.422265642E0
6.281598417E0,-7.987137976E-1,-3.756178245E-1,1.749486923E-2,8.828015354E-1
6.291561417E0,-6.966715521E-1,-1.697051578E0,6.317454582E-1,1.940215873E0
6.301523417E0,1.041816028E0,-2.761867409E0,1.742043418E-1,2.956964554E0
6.311486417E0,1.945498017E0,-3.535266345E0,-1.210172496E0,4.212788641E0
6.321448417E0,1.966287354E0,-3.669143609E0,1.265754374E0,4.350980915E0
6.331411417E0,2.696887009E0,-4.335492890E0,1.607598388E-1,5.108379573E0
6.341373417E0,3.036611993E0,-4.577867872E0,-1.026241311E0,5.588475452E0
6.351335417E0,1.677707089E0,-3.803286338E0,1.126609937E0,4.306847802E0
6.361298417E0,1.315305726E0,-3.769714257E0,5.222580993E-1,4.026602569E0
6.371260417E0,1.041547787E0,-3.841789376E0,-1.157711277E0,4.145414672E0
6.381223417E0,-3.112999872E-1,-2.641475286E0,1.181156858E0,2.910228666E0
6.391185417E0,-1.998795096E0,-2.686974517E0,-6.819800574E-1,3.417617692E0
6.401148417E0,-3.404465592E0,-2.626192710E0,-2.626124883E-1,4.307695375E0
6.411110417E0,-7.985673248E-1,-3.410881157E0,9.870064938E-1,3.639505716E0
6.421073417E0,-4.187575218E-1,-3.843888819E0,4.937295341E-1,3.898026163E0
6.431035417E0,8.735175198E-1,-4.545554112E0,-1.023447511E0,4.740521053E0
6.440998417E0,7.840473727E-1,-5.014121323E0,-9.485060871E-2,5.075937309E0
6.450960417E0,5.165592933E-1,-5.448206919E0,9.571927106E-1,5.555718677E0
6.460923417E0,1.223869525E0,-6.056409148E0,5.830919462E-1,6.206282672E0
6.470885750E0,3.202030309E0,-6.765842468E0,-8.649049366E-1,7.535096744E0
6.480847750E0,2.370573346E0,-5.962178344E0,-1.657627165E-2,6.416187604E0
6.490810750E0,1.636419314E0,-4.656916673E0,9.563132894E-1,5.027850055E0
6.500772750E0,2.649480124E0,-4.103845209E0,3.664093369E-1,4.898524903E0
6.510735750E0,4.556869059E0,-3.496753366E0,-1.138830618E0,5.855704475E0
6.520697750E0,4.279308164E0,-2.170314542E0,3.521006155E-1,4.811103659E0
6.530660750E0,3.912069107E0,-1.523255811E0,7.142566878E-1,4.258492172E0
6.540622750E0,5.647605743E0,-7.812685566E-1,1.457845348E-1,5.703252083E0
6.550585750E0,6.398250239E0,-2.596857558E-1,-9.946160603E-1,6.480301221E0
6.560547750E0,4.789449371E0,5.071718444E-1,8.833336061E-1,4.896562755E0
6.570510750E0,4.830054483E0,6.669613378E-1,1.158087838E-1,4.877261056E0
6.580472750E0,4.674672913E0,9.363519184E-1,-9.977770650E-1,4.870819318E0
6.590435750E0,3.394055209E0,1.684016234E0,8.502658474E-1,3.883101010E0
6.600397750E0,3.455612942E0,1.548869977E0,-4.293113440E-1,3.811111024E0
6.610359750E0,1.752095512E0,1.818611976E0,-2.438587135E-1,2.537056419E0
6.620322750E0,3.013646542E-1,1.439043919E0,7.186192954E-1,1.636484569E0
6.630284750E0,-9.904245934E-2,4.010234649E-1,-5.564444304E-1,6.930076711E-1
6.640247750E0,1.821219834E-1,1.077507213E0,4.003623641E-1,1.163821392E0
6.650209750E0,7.629122189E-2,4.326934832E-1,-3.239930499E-1,5.459079568E-1
6.660172750E0,5.269803107E-2,6.831519856E-1,-8.445133567E-3,6.852335647E-1
6.670134750E0,1.540193879E-1,5.579462146E-1,2.086017573E-1,6.152565671E-1
6.680097750E0,-7.596940119E-2,4.293454041E-1,-2.216042107E-1,4.890984074E-1
6.690059750E0,1.289265461E-1,-7.266024258E-3,3.311968195E-1,3.554802142E-1
6.700022750E0,-4.853347963E-2,5.666399645E-2,-2.445083392E-1,2.556377027E-1
6.709984750E0,6.744896645E-2,1.724141071E-2,5.681973338E-2,8.986162373E-2
6.719947750E0,3.324709461E-2,1.047017053E-2,-3.419276297E-2,4.882764392E-2
6.729909750E0,3.218013307E-2,1.178065946E-2,7.672657907E-2,8.403161808E-2
6.739871750E0,7.100613836E-2,-8.626653068E-3,9.064704537E-2,1.154693798E-1
6.749834750E0,1.758759328E-2,2.068797888E-2,4.127549529E-3,2.746547966E-2
6.759796750E0,7.041130294E-2,-1.350049004E-3,1.804918528E-2,7.270039411E-2
6.769759750E0,2.700454779E-2,1.806976017E-2,-5.514742970E-2,6.400781856E-2
6.779721750E0,4.080193934E-2,-1.824532282E-2,2.957697093E-2,5.359559001E-2
6.789684750E0,-1.618294590E-3,5.936842505E-3,2.823035717E-2,2.889321793E-2
6.799646750E0,-2.913069134E-3,-8.952215072E-3,4.275133252E-2,4.377561603E-2
6.809609750E0,7.951345341E-3,1.846484922E-2,-8.140493631E-3,2.168967925E-2
6.819571750E0,7.723340476E-3,4.091536162E-2,-6.606768966E-2,7.809389491E-2
6.829534750E0,3.817532896E-2,5.288503233E-2,-9.460794926E-4,6.523095471E-2
6.839496750E0,2.788747736E-2,6.558522128E-2,2.570436001E-2,7.576177642E-2
6.849458750E0,3.397962739E-2,7.119416289E-2,6.193663180E-2,1.002964120E-1
6.859421750E0,4.539606014E-2,6.717769219E-2,-9.134637237E-2,1.221384638E-1
6.869383750E0,7.755914949E-2,5.442374540E-2,1.725577658E-1,1.968592093E-1
6.879346750E0,8.800653415E-3,-1.794912480E-4,1.404033422E-2,1.657150273E-2
6.889308750E0,5.224007531E-3,-6.526127822E-1,1.277973300E-1,6.650284891E-1
6.899271750E0,-1.918630244E-1,-1.317862421E0,-1.387976968E-1,1.338968850E0
6.909233750E0,-4.845919075E-1,-1.718402394E0,2.738701326E-1,1.806305886E0
6.919196750E0,-2.696594064E0,-1.293303092E0,-3.674179816E-1,3.013179119E0
6.929158750E0,-3.918988995E0,-5.800092576E-1,3.639295328E-1,3.978357724E0
6.939121750E0,-4.077397960E0,-2.758136374E-1,-2.777713948E-1,4.096145046E0
6.949083750E0,-3.762465171E0,3.339010471E-1,-3.144328523E-1,3.790316885E0
6.959046750E0,-3.758154604E0,-2.355684215E-1,-1.113707471E-1,3.767176921E0
6.969008750E0,-2.798125994E0,-2.945235215E-1,9.601420462E-2,2.815221467E0
6.978970750E0,-1.603478148E0,-2.805396860E-1,1.197433752E-1,1.632232570E0
6.988933750E0,-2.208781693E-1,-1.729884498E-1,2.836957937E-1,3.989930737E-1
6.998895750E0,4.455074005E-1,-2.446392620E-1,1.947654909E-1,5.442966184E-1
7.008858750E0,3.321987399E-1,-1.337184106E0,3.334099907E-1,1.417596402E0
7.018820750E0,2.247120972E-1,-2.990188609E0,3.274481696E-1,3.016445880E0
7.028783750E0,6.695115278E-1,-3.690877710E0,5.051199102E-1,3.784966325E0
7.038745750E0,6.031433643E-1,-3.984165861E0,8.436678493E-1,4.116932713E0
7.048708750E0,4.466655146E-1,-4.080893718E0,-1.168320465E-1,4.106927483E0
7.058670750E0,-1.495227036E0,-4.035783327E0,-2.815990407E0,5.143253146E0
7.068633750E0,2.505948704E-1,-3.724417631E0,2.139669870E0,4.302588945E0
7.078595750E0,4.492013424E-1,-3.515250448E0,3.994367498E-1,3.566274986E0
7.088558750E0,5.231228660E-1,-3.276601604E0,2.360123348E-1,3.326481238E0
7.098520750E0,1.546530653E0,-3.155910395E0,-2.550005829E-1,3.523712925E0
7.108482750E0,2.829818487E0,-2.797307968E0,-4.563582247E-1,4.005130131E0
7.118445750E0,2.093411231E0,-2.049048844E0,5.554661912E-1,2.981528876E0
7.128407750E0,2.476868271E0,-2.144533876E0,1.914776015E-1,3.281853996E0
7.138370750E0,3.515203963E0,-2.192306651E0,-4.683181196E-1,4.169195272E0
7.148332750E0,2.341557854E0,-2.016971896E0,3.915611351E-1,3.115186822E0
7.158295750E0,2.005495712E0,-2.277445765E0,-1.001616347E-1,3.036248445E0
7.168257750E0,1.043457706E0,-1.989619352E0,1.015643817E-1,2.248934076E0
7.178220750E0,6.240998583E-1,-1.417998474E0,1.697019857E-1,1.558531061E0
7.188182750E0,5.606957947E-1,-7.968553331E-1,-3.504248035E-1,1.035449535E0
7.198145750E0,2.935967013E-1,-1.392160286E-1,3.450067735E-1,4.739301630E-1
7.208107750E0,7.456758240E-1,-1.657694774E-1,-6.837149262E-3,7.639101392E-1
7.218070750E0,1.190542808E0,-1.232078870E-1,-3.293502688E-2,1.197354199E0
7.228032750E0,1.477523860E0,-8.210740618E-2,7.700315237E-2,1.481805611E0
7.237994750E0,2.075111639E0,-4.302174797E-1,-4.023235202E-2,2.119621201E0
7.247957750E0,3.193647448E0,2.121095933E-1,1.688202256E-1,3.205132567E0
7.257919750E0,4.554601217E0,-1.392259871E-1,-9.809932172E-2,4.557784505E0
7.267882750E0,5.381562694E0,2.815522045E-1,2.193015772E-1,5.393383155E0
7.277844750E0,3.857635330E0,-4.902177695E-1,-3.234059894E-1,3.902083448E0
7.287807750E0,3.078928000E0,-8.867132968E-1,5.321667910E-1,3.247962376E0
7.297769750E0,2.754479745E0,-7.453831708E-1,-7.851348817E-2,2.854631168E0
7.307732750E0,3.070375863E0,-4.452208869E-1,-6.526475000E-1,3.170390881E0
7.317694750E0,2.193180225E0,5.990857987E-2,9.512191951E-1,2.391327350E0
7.327657750E0,1.425934607E0,-5.150309773E-2,-9.280180281E-1,1.702104443E0
7.337619750E0,-4.798314334E-1,4.066424929E-1,3.723746663E-1,7.309303754E-1
7.347582750E0,-1.623107104E0,6.567767306E-1,4.083566773E-1,1.797939799E0
7.357544750E0,-1.478833198E0,6.080700455E-1,-6.018416280E-1,1.708481827E0
7.367506750E0,-1.287717977E0,8.944004850E-1,6.265531307E-1,1.688413055E0
7.377469750E0,-1.195073012E0,6.611696707E-1,-4.982465082E-1,1.453820628E0
7.387431750E0,-7.529205242E-1,9.426920544E-1,2.110394615E-1,1.224783768E0
7.397394750E0,-2.721846452E-2,8.683917774E-1,5.996319652E-2,8.708850147E-1
7.407356750E0,4.893292211E-2,7.425407662E-1,-7.367374778E-2,7.477894366E-1
7.417319750E0,8.912972032E-2,6.975258303E-1,1.411219651E-1,7.172180980E-1
7.427281750E0,2.601324831E-2,3.802703809E-1,-2.394031352E-1,4.501067793E-1
7.437244750E0,7.822454436E-2,2.714530398E-1,7.180029988E-2,2.914809003E-1
7.447206750E0,6.758717544E-2,-7.863578634E-2,2.659372151E-2,1.070459677E-1
7.457169750E0,6.985174268E-2,1.341680177E-2,3.990724683E-3,7.124045485E-2
7.467131750E0,8.093695806E-2,-2.347099772E-2,3.302858233E-2,9.051279559E-2
7.477094542E0,6.660705876E-2,-2.183467269E-2,2.823678911E-2,7.556830994E-2
7.487056542E0,4.361147622E-2,-4.277154196E-2,6.610745072E-2,9.000867014E-2
7.497018542E0,4.080877785E-2,-5.585119693E-2,1.386608720E-2,7.054772088E-2
7.506981542E0,5.336821791E-2,-5.864793845E-2,-1.328276896E-1,1.546962912E-1
7.516943542E0,6.358325341E-2,-2.897947686E-2,-1.850643754E-3,6.990039396E-2
7.526906542E0,6.443881069E-2,-1.327244863E-2,8.377247393E-2,1.065192265E-1
7.536868542E0,6.237769002E-2,-1.550508002E-2,1.279277229E-1,1.431673357E-1
7.546831542E0,5.871357801E-2,-1.981206598E-2,-8.590144515E-3,6.255871469E-2
7.556793542E0,5.864821710E-2,-2.331527906E-2,-6.846972585E-2,9.311991712E-2
7.566756542E0,4.605307704E-2,-6.847655978E-3,5.916797519E-3,4.693383418E-2
7.576718542E0,5.406133224E-2,-7.275270168E-3,9.736608088E-2,1.116051563E-1
7.586681542E0,3.945296385E-2,-8.316220734E-3,9.451088548E-2,1.027521453E-1
7.596643542E0,5.201149486E-2,1.703586280E-3,-8.452267170E-2,9.925814745E-2
7.606606542E0,4.894505509E-2,2.517319528E-2,-1.685056454E-1,1.772666373E-1
7.616568542E0,5.776165130E-2,1.396673240E-2,3.477105260E-2,6.885131861E-2
7.626530542E0,7.529926459E-2,1.774571478E-2,7.158921540E-2,1.054035360E-1
7.636493542E0,7.754670588E-2,-6.035514269E-3,6.350251615E-2,1.004115959E-1
7.646455542E0,5.979034734E-2,-3.342887906E-2,6.754235744E-2,9.619950956E-2
7.656418542E0,6.620738329E-3,-6.853183424E-2,-7.442043722E-2,1.013846535E-1
7.666380542E0,-8.618841553E-2,-9.791418426E-3,-2.818129903E-1,2.948607745E-1
7.676343542E0,-1.273738893E0,1.535303414E-1,4.701974148E-1,1.366406946E0
7.686305542E0,-4.133369848E0,2.929512783E-1,3.028278834E-1,4.154788981E0
7.696268542E0,-4.416508109E0,4.363137502E-3,-4.328705442E-1,4.437672794E0
7.706230542E0,-3.421226051E0,-3.841756266E-1,2.308697087E-1,3.450460756E0
7.716193542E0,-1.773408029E0,-9.423774742E-1,-2.956603664E-1,2.029893197E0
7.726155542E0,-4.753808618E-1,-1.631488065E0,-1.012650043E-1,1.702349809E0
7.736118542E0,-1.432554953E-1,-1.837065204E0,6.406653857E-1,1.950841571E0
7.746080542E0,-4.174360145E-1,-1.795502172E0,-2.780836362E-1,1.864245526E0
7.756042542E0,-1.130031947E0,-1.438829618E0,3.391999036E-1,1.860714767E0
7.766005542E0,-1.588215014E0,-1.465101304E0,-1.194083297E-1,2.164071883E0
7.775967542E0,-1.509051316E0,-1.580179625E0,1.603481948E-2,2.185053920E0
7.785930542E0,-1.242525286E0,-1.779054831E0,1.556289071E-1,2.175574760E0
7.795892542E0,-6.656753889E-1,-2.057504503E0,-1.076302832E-1,2.165186546E0
7.805855542E0,-8.236673020E-1,-2.048204214E0,2.493398935E-1,2.221652248E0
7.815817542E0,-3.108978084E-1,-2.121572737E0,7.022973776E-2,2.145381211E0
7.825780542E0,3.746337564E-2,-2.732402705E0,-6.125952423E-2,2.733346077E0
7.835742542E0,2.517363931E-1,-2.738315409E0,8.594237566E-3,2.749875698E0
7.845705542E0,9.994862793E-1,-2.312302626E0,1.922038257E-1,2.526392402E0
7.855667542E0,1.627071224E0,-2.030619151E0,5.317808747E-2,2.602614612E0
7.865630542E0,1.902649767E0,-1.903544391E0,1.632554305E-1,2.696332643E0
7.875592542E0,1.913120669E0,-2.024430751E0,1.319845212E-1,2.788506853E0
7.885554542E0,1.878976291E0,-2.548691375E0,-2.166720843E-1,3.173850409E0
7.895517542E0,1.810244756E0,-2.814699049E0,1.205760187E-1,3.348739374E0
7.905479542E0,9.211191908E-1,-2.940625270E0,1.358512849E-1,3.084508570E0
7.915442542E0,3.095471747E-1,-3.059822808E0,2.291517967E-1,3.083965891E0
7.925404542E0,6.786853706E-1,-3.250808074E0,7.392985582E-2,3.321721329E0
7.935367542E0,6.479081125E-1,-3.282725393E0,-2.635047734E-2,3.346156792E0
7.945329542E0,3.963104263E-1,-3.149131718E0,1.705808222E-2,3.174016936E0
7.955292542E0,8.259254967E-1,-3.162494652E0,6.794172227E-2,3.269272309E0
7.965254542E0,9.074551249E-1,-2.813437805E0,2.376811302E-1,2.965703863E0
7.975217542E0,7.564442756E-1,-2.747644934E0,6.073093593E-2,2.850517299E0
7.985179542E0,1.137021562E0,-2.724339979E0,8.584823549E-2,2.953339851E0
7.995142542E0,1.456028911E0,-2.572876044E0,5.314183474E-2,2.956777871E0
8.005104542E0,1.292290062E0,-2.486481678E0,-1.030875814E-1,2.804145465E0
8.015066542E0,1.076568223E0,-2.575619265E0,1.729805195E-1,2.796915443E0
8.025029542E0,8.976442279E-1,-2.969687979E0,1.456044406E-1,3.105803037E0
8.034991542E0,1.452897727E0,-3.413089943E0,-1.251801163E-1,3.711571746E0
8.044954542E0,1.938323337E0,-3.194416649E0,2.105974120E-1,3.742425197E0
8.054916542E0,2.583348115E0,-2.874052381E0,2.495328516E-1,3.872483856E0
8.064879542E0,2.939139493E0,-2.055180235E0,-1.142060620E-1,3.588223764E0
8.074841542E0,3.044487900E0,-1.187873993E0,2.694788736E-1,3.279111169E0
8.084804542E0,3.636855577E0,-7.542053036E-1,1.282142365E-1,3.716447634E0
8.094766542E0,4.339045950E0,-2.820360616E-1,-4.104482263E-1,4.367531551E0
8.104729542E0,3.770079708E0,2.240161506E-1,3.714513910E-1,3.794951959E0
8.114691542E0,3.736948214E0,5.277708177E-1,-1.383129627E-1,3.776566492E0
8.124653542E0,3.236778557E0,8.628999263E-1,-1.991561651E-3,3.349826216E0
8.134616542E0,2.881058223E0,1.114427556E0,1.030519134E-1,3.090803286E0
8.144578542E0,2.715786088E0,1.357082766E0,-3.147737449E-1,3.052253302E0
8.154541542E0,2.091108013E0,1.488414884E0,2.080679065E-1,2.575151227E0
8.164503542E0,1.803834161E0,1.618440442E0,1.691231114E-1,2.429355835E0
8.174466542E0,1.391558096E0,1.663467803E0,-1.308741349E-1,2.172714225E0
8.184428542E0,7.374273761E-1,1.526735196E0,1.509762776E-1,1.702208369E0
8.194391542E0,3.776215922E-1,1.224928822E0,-1.433281195E-1,1.289802944E0
8.204353542E0,-2.610710069E-2,8.895337012E-1,-1.312126887E-1,8.995379681E-1
8.214316542E0,6.775551586E-2,7.444441080E-1,1.202596843E-1,7.571329022E-1
8.224278542E0,-2.823766162E-2,5.107628388E-1,-1.270301753E-1,5.270794138E-1
8.234241542E0,5.007034717E-3,5.276841327E-1,-2.638848424E-3,5.277144852E-1
8.244203542E0,2.521960756E-2,5.707986139E-2,7.091503143E-3,6.280468612E-2
8.254166542E0,6.187815051E-2,8.109466843E-3,1.214571941E-1,1.365522572E-1
8.264128542E0,5.141462662E-2,6.831492081E-2,1.143656909E-2,8.626231708E-2
8.274090542E0,6.189769757E-2,3.514584085E-2,-1.026420236E-2,7.191598531E-2
8.284053542E0,4.100831408E-2,2.375910100E-2,5.605140924E-3,4.772414807E-2
8.294015542E0,3.052562229E-2,1.285826476E-2,7.057121515E-2,7.795796943E-2
8.303978542E0,2.630138814E-2,7.594674323E-3,4.198066950E-2,5.011804772E-2
8.313940542E0,2.651027991E-2,2.492730159E-2,-4.422833920E-3,3.665687883E-2
8.323903542E0,5.332276495E-2,3.219641391E-2,-1.160789251E-2,6.336141964E-2
8.333865542E0,6.055932929E-2,5.079792352E-2,2.491790950E-2,8.287800439E-2
8.343828542E0,8.359122852E-2,5.497232387E-2,5.410721004E-2,1.137411098E-1
8.353790542E0,6.707875090E-2,7.449723674E-2,6.204246640E-2,1.178925983E-1
8.363753542E0,7.134730055E-2,7.074670471E-2,5.965270936E-2,1.168502429E-1
8.373715542E0,4.505383814E-2,4.279542418E-2,-5.756583810E-3,6.240540777E-2
8.383677542E0,1.374425955E-2,1.271414917E-2,2.852505684E-2,3.412086059E-2
8.393640542E0,-6.288036327E-3,4.608062748E-3,-1.407424808E-3,7.921773017E-3
8.403602542E0,-2.709201392E-2,-4.019419894E-2,-1.395636821E-1,1.477415724E-1
8.413565542E0,-3.435836251E-2,-2.630909001E-2,2.704921961E-2,5.103259325E-2
8.423527542E0,-1.980632840E-2,-1.989604661E-2,4.113106906E-2,4.979867626E-2
8.433490542E0,8.654421860E-2,-1.851209838E-1,2.574453038E-1,3.286909869E-1
8.443452542E0,-1.032824581E-1,-1.074859301E0,-3.598791665E-1,1.138201563E0
8.453415542E0,-1.679334953E-2,-1.305988918E0,2.020499521E-1,1.321632799E0
8.463377542E0,-5.729854725E-2,-1.175254459E0,-3.104637623E-2,1.177059915E0
8.473340542E0,-1.119701159E0,-5.500654104E-1,-3.107093453E-2,1.247905463E0
8.483302542E0,-2.076395833E0,2.111197328E-1,3.962582034E-1,2.124385031E0
8.493265542E0,-2.918165530E0,7.918970405E-1,-4.328787303E-1,3.054533513E0
8.503227542E0,-3.267240796E0,1.474753157E0,1.708088636E-2,3.584696787E0
8.513189542E0,-2.858775361E0,1.684129963E0,5.525560319E-2,3.318424849E0
8.523152542E0,-2.239327182E0,6.615031081E-1,5.650339901E-2,2.335672328E0
8.533114542E0,-1.305724040E0,1.206844115E-1,-1.504710782E-1,1.319894518E0
8.543077542E0,-2.104428445E-1,-2.105671161E-1,-2.937173367E-2,2.991444466E-1
8.553039542E0,1.952999264E-2,-6.692727421E-1,1.036611933E-1,6.775345504E-1
8.563002542E0,-8.517750138E-1,-2.345236045E0,2.449240762E-1,2.507117983E0
8.572964542E0,-7.812058452E-1,-3.274088178E0,2.162317890E-1,3.372935244E0
8.582927542E0,-5.330440195E-1,-3.722082546E0,1.327551842E-1,3.762400609E0
8.592889542E0,-5.729457846E-1,-4.083607996E0,2.587568343E-1,4.131715895E0
8.602852542E0,1.901326871E-1,-3.826889501E0,3.222108185E-1,3.845133743E0
8.612814542E0,1.083246401E0,-3.304061006E0,2.058085424E-1,3.483188058E0
8.622777542E0,1.129719048E0,-3.328263801E0,-5.184679341E-1,3.552803689E0
8.632739542E0,2.053877914E0,-3.690202357E0,-1.057863638E0,4.353743607E0
8.642701542E0,2.354020902E0,-3.252683861E0,7.952453023E-1,4.093138379E0
8.652664542E0,2.408231900E0,-3.169717425E0,8.504547125E-1,4.070621901E0
8.662626542E0,1.606131760E0,-3.077138168E0,6.033279902E-1,3.523129745E0
8.672589542E0,-5.075740871E-2,-3.445275941E0,-2.704758239E-1,3.456249383E0
8.682551542E0,-9.487787866E-1,-3.736705555E0,-1.306505374E0,4.070639493E0
8.692514542E0,2.541482005E-2,-2.005838359E0,1.217563376E0,2.346591999E0
8.702476542E0,1.003435708E0,-1.975280372E0,1.567188281E-1,2.221075541E0
8.712439542E0,2.339695808E0,-1.918532851E0,-5.483869672E-1,3.075007812E0
8.722401542E0,2.377821408E0,-1.183681393E0,7.586645365E-1,2.762373647E0
8.732364542E0,3.461528862E0,-1.313041099E0,-6.386621296E-1,3.756880129E0
8.742326542E0,2.965512774E0,-1.036225870E0,2.223310196E-1,3.149200081E0
8.752289542E0,3.216980177E0,-5.851680733E-1,9.525991380E-2,3.271155390E0
8.762251542E0,3.177864643E0,-4.654375619E-1,-9.141887784E-2,3.213069129E0
8.772213542E0,2.856325378E0,6.080541484E-2,4.557805198E-1,2.893100040E0
8.782176542E0,2.429486967E0,2.485994898E-2,-3.919856429E-1,2.461031833E0
8.792138542E0,1.417227957E0,7.707178406E-2,2.238033485E-1,1.436858755E0
8.802101542E0,1.093749608E0,1.628139840E-1,-1.780675972E-1,1.120046726E0
8.812063542E0,1.259876168E0,-6.212721448E-2,1.208993697E-1,1.267187597E0
8.822026542E0,2.293561861E0,-2.517552869E-1,1.517194587E-1,2.312320378E0
8.831988542E0,3.498757207E0,-4.783202206E-1,-4.225718433E-1,3.556495352E0
8.841951542E0,3.733640152E0,-1.174066451E-1,5.383396965E-1,3.774077733E0
8.851913542E0,2.985283087E0,5.860190989E-2,-4.287804168E-1,3.016488346E0
8.861876542E0,1.527831549E0,1.045926693E0,3.748784441E-1,1.889117714E0
8.871838542E0,4.224785071E-1,7.668494689E-1,-9.443545640E-2,8.806044813E-1
8.881801542E0,1.297519446E-1,9.173405738E-1,1.266214550E-2,9.265579450E-1
8.891763542E0,2.029421459E-1,1.076237344E0,2.618991280E-1,1.126083251E0
8.901725542E0,1.786896313E-1,6.694741787E-1,-3.176792264E-1,7.622635707E-1
8.911688542E0,2.188485825E-1,9.017994786E-1,9.817650497E-2,9.331535928E-1
8.921650542E0,2.077674510E-1,9.013318475E-1,-2.073305726E-1,9.479200280E-1
8.931613542E0,1.395820277E-1,9.012161458E-1,5.852185786E-2,9.138372348E-1
8.941575542E0,1.047765770E-1,8.307268647E-1,-9.865305305E-2,8.431000413E-1
8.951538542E0,1.207283387E-1,6.989875612E-1,9.256142378E-3,7.093973630E-1
8.961500542E0,1.982025665E-2,4.175916966E-3,-1.012012696E-1,1.032084194E-1
8.971463542E0,6.131885976E-2,-1.283844636E-1,1.236235875E-1,1.884817350E-1
8.981425542E0,-1.164940318E-2,-5.740792673E-2,3.381737173E-2,6.763869659E-2
8.991388542E0,2.640766585E-2,-7.839692758E-2,1.692763084E-1,1.884088949E-1
9.001350542E0,2.486382733E-2,-3.748936834E-2,3.680763781E-2,5.812456321E-2
9.011313542E0,4.090265763E-2,-4.112968035E-4,-4.807405293E-2,6.312139995E-2
9.021275542E0,4.412894110E-2,1.010667471E-2,-2.651069105E-2,5.246260626E-2
9.031237542E0,5.272762346E-2,2.166811841E-2,8.335849106E-2,1.009868688E-1
9.041200542E0,4.119583611E-2,1.349277902E-2,8.126460314E-2,9.210367920E-2
9.051162542E0,1.737465413E-2,-3.949319087E-3,7.618337274E-3,1.937820400E-2
9.061125542E0,2.499991213E-2,-3.096985079E-2,1.166051745E-2,4.147402720E-2
9.071087542E0,1.402165054E-2,-4.311084492E-2,1.330709338E-2,4.724648525E-2
9.081050542E0,2.888323991E-2,-3.187063264E-2,4.787934065E-2,6.436155711E-2
9.091012542E0,5.971770025E-2,-1.712636674E-2,6.120105207E-2,8.720713810E-2
9.100975542E0,8.057406524E-2,-1.073543312E-2,2.362684429E-2,8.465020546E-2
9.110937542E0,8.641090209E-2,5.203693025E-3,-7.576705098E-2,1.150415944E-1
9.120900542E0,9.537886810E-2,2.063204661E-2,-9.163522482E-2,1.338649478E-1
9.130862542E0,8.589241851E-2,2.235920448E-2,-5.316522360E-2,1.034600531E-1
9.140825542E0,8.183019334E-2,4.957232885E-3,1.448940039E-2,8.325081035E-2
9.150787542E0,5.915406064E-2,-1.702000223E-2,5.729686618E-2,8.409407970E-2
9.160749542E0,2.628803547E-2,-4.659214921E-2,4.367285371E-2,6.905944778E-2
9.170712542E0,-4.192302874E-3,-6.730002690E-2,3.887813687E-2,7.783558666E-2
9.180674542E0,-1.293997960E-2,-6.760674991E-2,3.750579536E-2,7.838877720E-2
9.190637542E0,-3.221436212E-2,-4.272096355E-2,-1.650376618E-2,5.599303663E-2
9.200599542E0,-2.413313459E-1,-8.103763981E-2,2.296248364E-1,3.428344835E-1
9.210562542E0,-2.746214413E0,-1.157973817E0,9.704389930E-2,2.981948102E0
9.220524542E0,-3.983582309E0,-1.794103079E0,5.157887399E-2,4.369255572E0
9.230487542E0,-3.670193769E0,-1.551337064E0,-5.870662987E-2,3.985023897E0
9.240449542E0,-3.699099480E0,-2.015851277E0,-1.681109583E-1,4.216070994E0
9.250412542E0,-3.258024123E0,-1.866877964E0,7.548755407E-2,3.755749311E0
9.260374542E0,-2.316306068E0,-1.395571186E0,1.340766549E-1,2.707557808E0
9.270337542E0,-1.947154387E0,-1.135834577E0,8.835142851E-4,2.254225183E0
9.280299542E0,-1.733589806E0,-7.113751799E-1,1.053042608E-1,1.876826377E0
9.290261542E0,-1.030870259E0,-1.793883370E-1,-1.812286019E-2,1.046519042E0
9.300224542E0,-4.279731082E-2,2.670321610E-1,-3.298355877E-2,2.724439392E-1
9.310186542E0,7.476611730E-1,3.229326208E-1,1.425375760E-2,8.145464239E-1
9.320149542E0,6.343290505E-1,-9.171938818E-1,2.364321649E-2,1.115426807E0
9.330111542E0,5.410751702E-1,-1.735717754E0,1.505400753E-1,1.824319263E0
9.340074542E0,-2.633732110E-2,-2.398031432E0,-1.762116909E-2,2.398240795E0
9.350036542E0,5.481077170E-2,-3.357049059E0,1.206321520E-1,3.359662888E0
