"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.696968625E0,-1.004183000E-2,3.575572371E-2,-4.426342249E-2,5.778027950E-2
2.706930625E0,6.744137420E-3,2.229017079E-2,-2.178080522E-2,3.188633844E-2
2.716892625E0,1.076437227E-2,2.155108273E-2,-3.813203216E-2,4.510402148E-2
2.726854625E0,-5.760105844E-3,1.841463625E-2,-3.844317712E-2,4.301343412E-2
2.736816625E0,5.905961897E-3,1.468001962E-2,-1.358900227E-2,2.085771667E-2
2.746778625E0,6.715339883E-3,-6.871063113E-3,8.620513491E-3,1.290815831E-2
2.756741625E0,3.480148553E-3,-1.779190779E-2,2.179783523E-2,2.835152619E-2
2.766703625E0,3.700003861E-3,-2.718955278E-4,2.509449542E-2,2.536725559E-2
2.776665625E0,-1.730266943E-2,-1.763344824E-2,4.569478434E-2,5.194549241E-2
2.786627625E0,-4.587903558E-3,-3.964412212E-2,3.250350237E-2,5.147021415E-2
2.796589625E0,-1.833096625E-2,-5.282725453E-2,2.912264228E-2,6.304658150E-2
2.806552625E0,-1.715362481E-2,-1.197509766E-2,1.681714039E-2,2.684149808E-2
2.816514625E0,-8.646433102E-3,1.660141468E-2,-1.303380914E-3,1.876343723E-2
2.826476625E0,-1.300994519E-2,2.093010843E-2,-7.353458405E-3,2.571772663E-2
2.836438625E0,-2.050655074E-2,1.597927094E-2,-2.689543784E-2,3.740615323E-2
2.846400625E0,6.757860105E-3,2.420396447E-2,-2.970736384E-2,3.891051318E-2
2.856362625E0,4.827991147E-3,2.539972007E-2,-5.555848897E-2,6.127969463E-2
2.866325625E0,1.798069063E-3,2.989330530E-2,-4.931954641E-2,5.769974361E-2
2.876287625E0,-1.078578313E-2,3.498564541E-2,-2.961735327E-2,4.709050984E-2
2.886249625E0,-9.639719725E-3,3.424363375E-2,-3.348941602E-2,4.885787177E-2
2.896211625E0,5.676033846E-3,2.795846164E-2,-2.066055179E-2,3.522430039E-2
2.906173625E0,-1.241756743E-4,1.433854222E-2,-1.351466954E-2,1.970420020E-2
2.916135625E0,9.227271751E-3,1.466481686E-3,-1.668152153E-2,1.911978748E-2
2.926098625E0,-3.959784689E-3,5.061934590E-3,-6.413847394E-3,9.079675929E-3
2.936060625E0,-3.682357147E-3,7.160500288E-3,-1.949118175E-2,2.108882843E-2
2.946022625E0,-4.899889058E-3,-6.312069297E-3,7.307850122E-3,1.082847196E-2
2.955984625E0,-1.006756232E-2,-5.110466480E-3,3.037043810E-3,1.169171988E-2
