"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.087031792E0,8.829240687E-4,2.533383667E-4,1.083414303E-3,1.420394942E-3
1.096993792E0,-7.567638531E-4,3.359280527E-5,1.177648548E-3,1.400241447E-3
1.106956792E0,2.251437400E-4,1.218965976E-3,5.885573337E-4,1.372212625E-3
1.116918792E0,2.925843000E-5,3.598453477E-4,7.209973410E-4,8.063385739E-4
1.126881792E0,-1.131613739E-3,-1.000497257E-3,-2.020541579E-4,1.523932511E-3
1.136843792E0,-6.694984622E-4,-1.452752622E-3,8.645507041E-4,1.818286636E-3
1.146806792E0,-7.960852236E-5,4.657886457E-4,-1.642282819E-3,1.708914696E-3
1.156768792E0,1.337740337E-3,-3.139129840E-4,-2.469087485E-4,1.396085421E-3
1.166731792E0,-3.869226202E-4,-7.669167826E-4,6.894220132E-5,8.617560517E-4
1.176693792E0,4.939509090E-4,-1.125532901E-3,1.677867956E-3,2.079916511E-3
1.186656792E0,1.746968133E-3,5.751617718E-4,-4.284260795E-4,1.888453767E-3
1.196618792E0,8.373383898E-4,1.135571394E-3,3.545406507E-4,1.454770443E-3
1.206581792E0,1.449599164E-3,1.090031117E-3,6.661305670E-4,1.932158250E-3
1.216543792E0,4.644319415E-5,8.539597038E-4,1.328548649E-3,1.580014449E-3
1.226506792E0,6.666933186E-4,-1.186021720E-3,-1.045925776E-3,1.716125936E-3
1.236468792E0,1.056396868E-4,1.482509775E-3,1.160083804E-3,1.885414917E-3
1.246431792E0,4.004514776E-4,1.005004859E-3,6.021516165E-4,1.238136794E-3
1.256393792E0,1.239654841E-3,2.247127704E-4,7.326945197E-4,1.457422798E-3
1.266356792E0,1.796521945E-3,2.619971056E-4,-2.063361462E-4,1.827213230E-3
1.276318792E0,1.029436709E-3,5.746199749E-4,9.309775196E-4,1.502214098E-3
1.286281792E0,8.565976750E-4,-9.529693052E-4,6.635960890E-4,1.443007222E-3
1.296243792E0,3.160396591E-4,9.288256988E-4,8.518171962E-4,1.299303960E-3
1.306206792E0,6.167106330E-4,2.944606822E-4,1.324974000E-4,6.961283354E-4
1.316168792E0,1.687384211E-4,4.409162793E-4,2.059992403E-5,4.725507137E-4
1.326131792E0,-1.075224020E-3,-7.094326429E-5,4.776404239E-5,1.078619971E-3
1.336093792E0,-3.671315499E-4,-1.474634744E-3,-2.317875624E-4,1.537224342E-3
1.346056792E0,1.255532261E-3,-1.287680818E-3,2.923224820E-4,1.822069038E-3
1.356018792E0,5.470076576E-4,-6.931452081E-4,-8.925423026E-4,1.255507634E-3
1.365981792E0,1.318525523E-3,1.561369281E-4,3.002875019E-4,1.361271787E-3
1.375943792E0,-6.563593633E-4,-1.721365843E-4,-3.994698636E-4,7.874101787E-4
1.385906792E0,1.297601731E-3,-1.082208473E-4,6.319723325E-4,1.447366931E-3
1.395868792E0,-1.085614786E-4,3.945801873E-4,1.038700575E-3,1.116413008E-3
1.405831792E0,5.724090151E-4,-7.404590724E-4,-7.362964097E-4,1.190824975E-3
1.415793792E0,1.945905387E-5,-6.919386797E-4,1.836067531E-4,7.161488888E-4
1.425756792E0,1.608301187E-3,1.021539327E-3,-1.548779663E-3,2.455380571E-3
1.435718792E0,-1.705228351E-4,1.531062881E-3,7.763931062E-4,1.725113862E-3
1.445681792E0,1.320124138E-4,8.484944701E-4,-1.322710421E-3,1.577001269E-3
1.455643792E0,-8.035055362E-4,4.163619597E-4,8.676740108E-4,1.253729084E-3
1.465606792E0,-8.189519867E-4,5.836084019E-4,-5.691014230E-4,1.155490179E-3
1.475569792E0,7.404391654E-4,-3.695627674E-4,4.276821855E-4,9.315250123E-4
1.485531792E0,-1.505138353E-3,-2.377363853E-4,7.326140767E-4,1.690764157E-3
1.495494792E0,-1.157064456E-3,-9.404810844E-4,1.030431828E-3,1.812482435E-3
1.505456792E0,1.958215144E-4,1.006555976E-3,-1.156556187E-3,1.545678884E-3
1.515419792E0,-4.931860603E-4,7.696615066E-4,1.609752770E-3,1.851192941E-3
1.525381792E0,-1.602659002E-3,1.054886030E-3,-7.087951526E-4,2.045407290E-3
1.535344792E0,-1.482371707E-3,2.109799534E-4,-5.684432108E-4,1.601582374E-3
1.545306792E0,-2.855202183E-5,1.044282923E-3,-1.237695571E-3,1.619639579E-3
1.555269792E0,-7.825274952E-4,6.705434062E-4,3.006404731E-4,1.073481455E-3
1.565231792E0,-1.627548598E-3,9.523059707E-4,1.229284797E-3,2.250986942E-3
1.575194792E0,7.019052282E-4,1.357051078E-4,6.258144276E-4,9.501213204E-4
1.585156792E0,1.091525657E-3,-6.043873727E-4,5.192880053E-4,1.351433457E-3
1.595119792E0,8.373861201E-4,7.537272759E-4,-6.670807488E-5,1.128614322E-3
1.605081792E0,9.436416440E-5,7.681082934E-4,7.615351351E-4,1.085739705E-3
1.615044792E0,1.189938746E-3,8.819296490E-4,-1.126556192E-3,1.860882312E-3
1.625006792E0,2.687512897E-4,8.627548814E-4,-1.564379781E-3,1.806614885E-3
1.634969792E0,1.989400014E-3,-1.411230769E-4,1.102363458E-3,2.278778913E-3
1.644931792E0,-3.939634189E-5,-3.781444393E-4,-9.298948571E-4,1.004614221E-3
1.654894792E0,3.729809541E-4,-2.481301781E-4,-1.086047851E-3,1.174812032E-3
1.664856792E0,1.758090919E-3,-2.902080305E-4,-2.351680305E-4,1.797333687E-3
1.674819792E0,1.181939617E-3,6.585146766E-4,-6.769509055E-4,1.512906265E-3
1.684781792E0,1.422415953E-4,-5.771920551E-4,6.000349531E-4,8.446450644E-4
1.694744792E0,4.952251911E-4,-2.172379754E-5,-4.931115545E-4,6.991987690E-4
1.704706792E0,-3.114463761E-4,-6.433057133E-4,6.736193318E-4,9.821426017E-4
1.714669792E0,-1.598293893E-3,1.904540695E-4,-1.317519229E-3,2.080065633E-3
1.724631792E0,-7.921550423E-4,-6.540343165E-4,3.853058442E-4,1.097146796E-3
1.734594792E0,-1.609785482E-3,-8.644482587E-4,-4.352671094E-4,1.878333716E-3
1.744556792E0,-1.240079291E-4,1.254486851E-4,-8.898687083E-4,9.071833647E-4
1.754519792E0,-4.487154074E-4,-8.065800648E-4,-1.279290300E-4,9.318169104E-4
1.764481792E0,6.652846932E-4,-4.598125815E-5,1.026018756E-3,1.223696239E-3
1.774444792E0,9.315777570E-4,-7.689656923E-4,-3.878562711E-4,1.268691389E-3
1.784406792E0,6.202543154E-4,-1.397205400E-3,6.515756249E-4,1.661760856E-3
1.794369792E0,-5.875504576E-5,8.461775724E-4,9.246697882E-4,1.254783988E-3
1.804331792E0,2.499052789E-4,4.978361540E-4,7.458881009E-5,5.620115437E-4
1.814294792E0,2.013192512E-3,-4.195924848E-4,-2.889973111E-4,2.076661116E-3
1.824256792E0,1.641947776E-3,1.705640461E-4,7.772003300E-5,1.652611569E-3
1.834219792E0,-6.109403912E-4,4.480066709E-4,1.430139877E-3,1.618412249E-3
1.844181792E0,-1.456860919E-4,4.706436303E-4,9.056983981E-5,5.009318915E-4
1.854144792E0,-3.570604604E-4,6.711808965E-4,-2.431988250E-4,7.981989956E-4
1.864106792E0,-2.262990456E-4,-1.386862714E-4,-2.056481317E-4,3.357622581E-4
1.874069792E0,3.090302926E-4,5.701701157E-4,-4.591536708E-5,6.501552918E-4
1.884032417E0,4.083663225E-4,3.691015299E-4,-2.400598023E-4,6.005228567E-4
1.893994417E0,-1.756891143E-4,-2.448598389E-4,1.160587650E-3,1.199077436E-3
1.903956417E0,-4.652584903E-5,-8.738983888E-4,-1.548912376E-3,1.779042607E-3
1.913919417E0,-9.316734504E-4,4.201987758E-4,5.497717066E-4,1.160530637E-3
1.923882417E0,-4.349939991E-4,-7.366783684E-4,-2.403880935E-4,8.886513564E-4
1.933844417E0,-9.791888297E-4,-2.168528736E-3,1.329323510E-3,2.725514380E-3
1.943807417E0,1.086358912E-3,1.147106756E-3,-1.168987714E-3,1.965340141E-3
1.953769417E0,5.257383455E-4,4.841587506E-4,-3.651590087E-4,8.025905589E-4
1.963732417E0,-1.491073752E-3,1.065225806E-4,1.355152344E-4,1.501003788E-3
1.973694417E0,1.002161298E-4,7.614875212E-4,-3.467872739E-5,7.688362191E-4
1.983657417E0,-3.352104686E-4,2.951680217E-4,-6.120521575E-4,7.576925912E-4
1.993619417E0,-7.415383589E-4,1.167998649E-3,-3.684211988E-4,1.431724192E-3
2.003582417E0,2.193301916E-4,-2.669543028E-5,-8.376701735E-4,8.663196284E-4
2.013544417E0,-7.750538643E-4,1.305826008E-4,-1.368706115E-3,1.578327196E-3
2.023507417E0,-9.473601822E-4,2.565500326E-4,6.651498843E-4,1.185636370E-3
2.033469417E0,-9.547639638E-4,-5.386862904E-5,7.072966546E-4,1.189430373E-3
2.043432417E0,-1.797839068E-4,4.196413793E-4,-6.666281261E-4,8.079691818E-4
2.053394417E0,-2.869132441E-4,-1.122561633E-3,-1.523371320E-4,1.168619027E-3
2.063357417E0,1.865965314E-4,1.320355805E-3,3.954749554E-4,1.390883948E-3
2.073319417E0,3.070060629E-4,-5.177697167E-4,-7.010507397E-4,9.240185831E-4
2.083282417E0,1.018070150E-3,1.728073694E-3,3.650126746E-4,2.038612218E-3
2.093244417E0,6.987312809E-4,-1.630967017E-4,3.980000038E-4,8.205059049E-4
2.103207417E0,-5.814502947E-4,-4.035800230E-4,-1.054221764E-3,1.269781402E-3
2.113169417E0,4.705362953E-4,-5.904852878E-4,-1.041633310E-3,1.286498050E-3
2.123132417E0,-5.411985330E-4,5.602664314E-4,-6.256476045E-4,9.991142334E-4
2.133094417E0,5.158702843E-4,-2.612660173E-4,1.408749260E-3,1.522812057E-3
2.143057417E0,3.496890422E-4,-7.511116564E-5,-9.281747043E-4,9.947021640E-4
2.153019417E0,-2.546403557E-4,5.926885642E-4,-4.635052755E-5,6.467378266E-4
2.162982417E0,5.104860757E-4,-1.053144922E-3,9.978750022E-4,1.538006756E-3
2.172944417E0,-4.178583622E-4,3.235950135E-4,1.348662074E-3,1.448519497E-3
2.182907417E0,-7.058214396E-5,-1.348603750E-3,1.750070369E-4,1.361742037E-3
2.192869417E0,2.130105626E-3,5.351444706E-4,-6.799849216E-4,2.299153991E-3
2.202832417E0,-9.056315757E-4,2.105052117E-4,-9.537579026E-4,1.331966641E-3
2.212794417E0,7.362291217E-4,-4.037548788E-4,1.034149667E-3,1.332109926E-3
2.222757417E0,9.471513331E-4,-4.626107402E-4,7.514527533E-5,1.056764476E-3
2.232719417E0,1.762823667E-4,-7.096643094E-4,9.062609170E-4,1.164477460E-3
2.242682417E0,-1.702578040E-3,2.077945974E-4,5.617993884E-5,1.716131336E-3
2.252644417E0,6.057904102E-4,8.243764751E-5,5.125429016E-4,7.977958465E-4
2.262607417E0,-8.474963252E-4,-8.880182868E-4,2.692340175E-3,2.958973152E-3
2.272569417E0,3.511288669E-4,2.915316727E-4,4.453689326E-4,6.376799224E-4
2.282532417E0,-4.464879166E-4,-1.368150348E-3,-7.871419657E-4,1.640359506E-3
2.292494417E0,1.128227916E-3,7.773456164E-4,4.172759363E-4,1.432230304E-3
2.302457417E0,-5.690045655E-4,8.684257045E-4,-9.894056711E-4,1.434173275E-3
2.312419417E0,2.094553784E-4,5.284659564E-4,5.292268470E-4,7.766781046E-4
2.322382417E0,-4.448832478E-4,-6.121660117E-4,-2.822382376E-4,8.076674766E-4
2.332344417E0,5.427696742E-4,-9.127701633E-4,-9.492435493E-4,1.424363579E-3
2.342307417E0,1.006692182E-3,1.141447574E-4,9.770208271E-4,1.407489919E-3
2.352270417E0,1.842722762E-3,3.827256151E-4,-2.484333236E-4,1.898374355E-3
2.362232417E0,2.962250728E-4,1.800060039E-3,-3.014302347E-4,1.849006659E-3
2.372195417E0,3.189726267E-4,7.837079465E-6,6.103701890E-5,3.248545429E-4
2.382157417E0,9.014059324E-4,5.071377382E-5,-1.600054093E-4,9.169003614E-4
2.392120417E0,-2.856061328E-4,7.496697363E-4,-6.839868147E-4,1.054235998E-3
2.402082417E0,-5.175673869E-4,-7.795173442E-4,8.701346815E-6,9.357344726E-4
2.412045417E0,-1.602523960E-3,2.694714349E-4,-6.616455503E-4,1.754557702E-3
2.422007417E0,2.142842859E-4,4.540286027E-4,-5.580487195E-4,7.506517839E-4
2.431970417E0,5.663738120E-4,4.152536858E-4,-1.169842435E-3,1.364458223E-3
2.441932417E0,-1.288251486E-3,2.930145711E-4,1.468551112E-3,1.975371307E-3
2.451895417E0,-8.082797285E-4,5.520945415E-4,-2.004206181E-3,2.230463386E-3
2.461857417E0,-2.740498167E-4,-4.133014008E-4,-1.477168407E-4,5.174375469E-4
2.471820417E0,7.546804845E-4,1.223073807E-3,-3.888753708E-4,1.488850639E-3
2.481782417E0,-1.317791408E-3,9.586217348E-4,-6.085860077E-4,1.739513367E-3
2.491745417E0,-2.946688328E-4,6.233539898E-4,-3.935038112E-4,7.938798190E-4
2.501707417E0,-1.378084999E-4,-8.669510717E-4,1.339681330E-3,1.601668321E-3
2.511670417E0,-1.428116579E-3,1.152158948E-3,3.069827799E-4,1.860436946E-3
2.521632417E0,-1.127810683E-4,-1.230305061E-3,-7.003778592E-6,1.235483373E-3
2.531595417E0,-2.755070105E-3,4.357693251E-4,1.274759416E-4,2.792231420E-3
2.541557417E0,-1.290864311E-3,-2.023127396E-3,-2.767918631E-4,2.415779142E-3
2.551520417E0,-3.586355597E-4,5.830514710E-4,-5.321125500E-4,8.670134073E-4
2.561482417E0,-1.607924234E-3,-8.782249643E-4,-4.578102380E-4,1.888462243E-3
2.571445417E0,-2.003997564E-3,1.049041748E-5,-7.534958422E-5,2.005441060E-3
2.581407417E0,-2.060723025E-3,-2.578368410E-3,-7.142419927E-4,3.377085233E-3
2.591370417E0,-2.028183779E-3,3.609324340E-4,-8.522840217E-4,2.229392230E-3
2.601332417E0,-9.456088301E-4,-1.338963164E-3,4.492028384E-4,1.699641610E-3
2.611295417E0,-2.627661452E-4,-9.421975119E-4,1.219892874E-5,9.782285072E-4
2.621257417E0,-4.973905161E-4,-8.449921152E-4,1.978212968E-4,1.000271096E-3
2.631220417E0,1.188830938E-4,2.366048284E-5,1.192032942E-3,1.198180096E-3
2.641182417E0,1.098283101E-4,2.005318645E-3,3.235760378E-4,2.034223827E-3
2.651145417E0,-8.623348549E-5,3.860276192E-4,8.934745565E-4,9.771132585E-4
2.661107417E0,-8.846493438E-4,3.090621904E-4,2.958611585E-4,9.826788509E-4
2.671070417E0,1.515111653E-3,-1.839704695E-3,-2.949817572E-4,2.401476821E-3
2.681032417E0,1.088473247E-3,1.225124579E-4,-7.506487891E-4,1.327876846E-3
2.690995417E0,-5.663442425E-5,-7.438964676E-4,-1.834764611E-3,1.980643984E-3
2.700957417E0,-8.832796011E-4,4.044584930E-4,-1.907953992E-4,9.900365704E-4
2.710920417E0,1.113335602E-4,-1.673356164E-3,-3.532276023E-4,1.713851147E-3
2.720882417E0,-1.288690139E-3,-1.295187394E-3,-1.201444538E-3,2.186710232E-3
2.730845417E0,4.530504812E-4,1.227198169E-3,4.666040186E-4,1.388880626E-3
2.740807417E0,-4.217978567E-4,6.314490456E-4,-2.116129734E-3,2.248254073E-3
2.750770417E0,9.721403476E-4,2.360874787E-4,-1.818916528E-3,2.075873668E-3
2.760732417E0,-7.804858033E-4,-8.568738122E-4,-7.880711928E-5,1.161723453E-3
2.770695417E0,1.605586149E-4,7.330917288E-4,5.206919741E-4,9.134126578E-4
2.780657417E0,-4.445114173E-4,1.128416043E-4,1.586489030E-3,1.651445146E-3
2.790620417E0,-8.082354907E-4,-1.398365712E-3,-4.241038114E-4,1.669890809E-3
2.800582417E0,1.127350144E-3,-4.699877463E-4,-1.150081400E-3,1.677645390E-3
2.810545417E0,9.195476305E-4,-1.855727751E-4,6.593802245E-4,1.146641784E-3
2.820508417E0,2.426896710E-3,1.583032310E-3,-7.245643064E-5,2.898459741E-3
2.830470417E0,-1.836559735E-3,-5.643432960E-4,-2.380185761E-4,1.935997898E-3
2.840433417E0,-1.233483199E-4,6.647056434E-4,-1.506215660E-3,1.650979714E-3
2.850395417E0,9.053999092E-4,4.074536264E-8,2.247748431E-3,2.423246171E-3
2.860358417E0,2.358953236E-3,1.471170923E-3,1.149993390E-3,3.008569269E-3
2.870320417E0,1.105184434E-3,5.923910066E-4,1.231813803E-5,1.253998196E-3
2.880283917E0,-6.767367013E-4,-2.214708365E-4,5.164545728E-4,8.796290241E-4
2.890245917E0,-1.020962838E-3,4.090620205E-4,3.900137963E-4,1.166965130E-3
2.900208917E0,-5.429252051E-4,-4.607229494E-5,-6.925612688E-4,8.812102733E-4
2.910170917E0,2.056253143E-4,1.650676131E-4,9.290281450E-4,9.657237602E-4
2.920133917E0,1.915106550E-4,2.854424529E-4,-5.367817357E-5,3.479009503E-4
2.930095917E0,-2.539316192E-4,1.854443690E-3,-4.311865196E-4,1.920771845E-3
2.940058917E0,2.889591269E-5,-6.875436520E-4,6.362877320E-5,6.910860062E-4
2.950020917E0,-2.108063782E-3,-1.449800562E-3,-9.562289342E-4,2.731341859E-3
2.959983917E0,1.958368812E-4,-6.053121760E-4,-7.437085733E-4,9.787018731E-4
2.969945917E0,4.892051220E-5,-5.810160656E-4,-7.965904661E-5,5.884882740E-4
2.979908917E0,-2.051449846E-4,-6.590466946E-4,-1.425095834E-4,7.047949998E-4
2.989870917E0,-6.690674927E-4,-6.380076520E-4,4.359289305E-4,1.022124800E-3
2.999833917E0,1.766609959E-3,3.777963575E-4,1.085251570E-3,2.107465731E-3
