"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.542293917E0,-1.264216844E-3,-7.800750900E-4,-1.014594454E-4,1.488977970E-3
2.552255917E0,5.025838036E-4,1.531505957E-3,2.654687269E-4,1.633577247E-3
2.562218917E0,-7.552271709E-4,-1.956968568E-3,9.855874814E-4,2.317644654E-3
2.572180917E0,1.504522981E-3,4.800383467E-4,3.771421034E-4,1.623657101E-3
2.582143917E0,1.993076876E-4,-6.587291136E-4,1.587548875E-3,1.730306051E-3
2.592105167E0,8.392662276E-4,-4.369884264E-4,4.415260628E-5,9.472466089E-4
2.602068167E0,2.211465035E-4,-3.973073326E-4,-1.337465364E-4,4.739694384E-4
2.612030167E0,8.354776073E-4,-6.579738110E-4,-1.215036958E-3,1.614703434E-3
2.621993167E0,1.856799703E-3,-2.539723646E-4,3.058944130E-4,1.898888752E-3
2.631955167E0,2.995310351E-4,4.543743562E-4,-4.735190887E-4,7.213842415E-4
2.641918167E0,2.089974005E-3,-9.741452523E-4,1.773123629E-3,2.908765669E-3
2.651880167E0,1.619689632E-3,2.384967869E-3,3.304471029E-4,2.901837613E-3
2.661843167E0,1.886804705E-3,-9.799359832E-4,-4.242926370E-4,2.168024623E-3
2.671805167E0,3.826710163E-3,1.283888007E-3,4.220675910E-4,4.058351899E-3
2.681768167E0,3.568916116E-3,3.890856402E-3,-2.125636674E-4,5.284042874E-3
2.691730167E0,2.050194424E-3,-6.865649484E-4,4.612754565E-4,2.210756352E-3
2.701693167E0,5.455082282E-4,2.156625502E-3,-5.520572886E-4,2.292025312E-3
2.711655167E0,-7.757917047E-6,-5.917306989E-4,-2.114591189E-5,5.921592311E-4
2.721618167E0,1.112634083E-3,-3.797430545E-4,-7.676300593E-4,1.404070973E-3
2.731580167E0,5.927158054E-4,-5.076138768E-4,-7.927627303E-5,7.843905924E-4
2.741543167E0,6.113578565E-4,3.265286563E-3,-3.077755682E-4,3.336252474E-3
2.751506167E0,7.189798634E-4,-2.118521370E-4,8.070601616E-4,1.101435189E-3
2.761468167E0,-1.818479970E-3,-2.844653092E-3,-1.315745525E-3,3.623548938E-3
2.771431167E0,9.751424659E-4,1.252383692E-3,-3.334782086E-4,1.621904885E-3
2.781393167E0,-4.053704441E-3,-1.512243995E-3,-1.304733101E-3,4.519040834E-3
2.791356167E0,-2.358331112E-3,1.552858390E-3,-3.305152059E-4,2.842944796E-3
2.801318167E0,-1.176953083E-3,4.921215586E-4,-3.821805585E-4,1.331714747E-3
2.811281167E0,-1.329233404E-3,-2.780479845E-4,2.731036395E-3,3.050038019E-3
2.821243167E0,-1.485827379E-3,1.227437053E-3,-7.047075778E-4,2.052047146E-3
2.831206167E0,1.652997453E-4,-2.826310229E-4,-7.220588159E-4,7.928261061E-4
