"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.364334167E-1,6.010140851E-2,2.541322410E-1,6.914210320E0,6.919140100E0
5.463964166E-1,4.493896663E-2,2.637057900E-1,6.973623276E0,6.978752170E0
5.563594166E-1,1.990525238E-2,1.709481478E-1,6.881628036E0,6.883779770E0
5.663224166E-1,-2.632942051E-5,1.252270639E-1,6.692127705E0,6.693299264E0
5.762844166E-1,1.008409541E-2,1.542704254E-1,6.567204952E0,6.569024428E0
5.862474167E-1,1.337796636E-2,1.545055956E-1,6.325568676E0,6.327469480E0
5.962104166E-1,1.473750919E-2,1.633395702E-1,6.048648357E0,6.050871339E0
6.061734166E-1,-1.290719025E-2,8.621404320E-2,5.756434441E0,5.757094486E0
6.161364167E-1,-1.695812494E-2,5.461111665E-2,5.490408897E0,5.490706677E0
6.260994166E-1,2.379380539E-2,1.573937386E-1,5.380774021E0,5.383128087E0
6.360624166E-1,2.785672434E-2,1.915679574E-1,5.312795639E0,5.316321264E0
6.460244167E-1,-9.653752670E-3,8.990979195E-2,5.261082172E0,5.261859233E0
6.559874166E-1,-1.604081132E-3,1.081090420E-1,5.265397549E0,5.266507522E0
6.659504166E-1,3.370606899E-2,2.055049539E-1,5.286308289E0,5.290408652E0
6.759134167E-1,-3.627781197E-2,3.055951372E-2,5.214915276E0,5.215130995E0
6.858764166E-1,1.320955716E-2,1.489090174E-1,5.243752003E0,5.245882524E0
6.958394166E-1,1.333722845E-3,1.428426057E-1,5.211321831E0,5.213279295E0
7.058024167E-1,-7.126583252E-3,8.765652031E-2,5.195971966E0,5.196716186E0
7.157644166E-1,1.618172508E-3,1.327334493E-1,5.204827785E0,5.206520245E0
7.257274166E-1,-9.214573540E-3,9.858169407E-2,5.174420357E0,5.175367551E0
7.356904167E-1,5.968640558E-3,1.236691996E-1,5.186541557E0,5.188019181E0
7.456534166E-1,-1.793192327E-2,6.191454455E-2,5.176986694E0,5.177387971E0
7.556164166E-1,1.435783878E-2,1.548655331E-1,5.213171005E0,5.215490524E0
7.655794166E-1,-6.799982395E-3,8.987293392E-2,5.263136387E0,5.263908055E0
7.755414166E-1,-1.458173990E-2,7.660613209E-2,5.261920929E0,5.262498740E0
7.855044167E-1,7.273661904E-3,1.328102499E-1,5.096821785E0,5.098557029E0
7.954674166E-1,-1.291948929E-2,7.425159961E-2,4.899574280E0,4.900153909E0
8.054304166E-1,1.057026815E-2,1.235085502E-1,4.855660439E0,4.857242467E0
8.153934167E-1,6.182444282E-3,1.369340718E-1,4.750381470E0,4.752358706E0
8.253564166E-1,-1.931974478E-2,4.274851084E-2,4.612012386E0,4.612250962E0
8.353194166E-1,2.613348886E-2,1.652888060E-1,4.431172848E0,4.434331534E0
8.452814167E-1,-2.297960594E-2,3.420756012E-2,4.235729694E0,4.235930153E0
8.552444166E-1,1.595394500E-2,1.244013757E-1,3.991428375E0,3.993398391E0
8.652074166E-1,-1.011908054E-2,7.522794604E-2,4.142253876E0,4.142949289E0
8.751704167E-1,-1.620134339E-3,9.528793395E-2,4.365553856E0,4.366593968E0
8.851334166E-1,1.027047634E-3,1.278844923E-1,4.730523586E0,4.732251990E0
8.950964166E-1,-7.290803362E-3,9.137655050E-2,5.287404060E0,5.288198609E0
9.050594167E-1,-1.664996613E-3,1.215442270E-1,5.718564510E0,5.719856277E0
9.150214166E-1,-1.528642606E-3,1.250966340E-1,6.076658726E0,6.077946427E0
9.249844166E-1,-5.330546293E-3,1.082210168E-1,6.333087444E0,6.334014271E0
9.349474167E-1,-9.177481756E-3,9.965495765E-2,6.368214607E0,6.369000912E0
9.449104166E-1,9.386977181E-3,1.450920701E-1,6.306674004E0,6.308349769E0
9.548734166E-1,-1.135984622E-2,9.634397924E-2,6.242461681E0,6.243215442E0
9.648361666E-1,1.070674323E-2,1.348720640E-1,6.187885284E0,6.189364216E0
9.747991667E-1,1.260823943E-2,1.535594612E-1,6.051896095E0,6.053857103E0
9.847611666E-1,-1.588320173E-2,3.768131137E-2,5.924611568E0,5.924752686E0
9.947241666E-1,2.401334792E-2,1.783723980E-1,5.882583618E0,5.885336301E0
1.004687167E0,2.384849824E-2,1.660230458E-1,5.818513870E0,5.820930859E0
1.014650167E0,-2.459307015E-2,1.303562243E-2,5.813392162E0,5.813458797E0
1.024613167E0,-2.782145143E-2,-1.791121438E-3,5.998562813E0,5.998627598E0
1.034576167E0,-5.934981629E-2,-1.411285102E-1,6.281046391E0,6.282912017E0
1.044539167E0,-4.850842804E-2,-1.764254272E-1,6.536218643E0,6.538779179E0
1.054501167E0,2.967985347E-2,3.877290338E-2,6.972164154E0,6.972335134E0
1.064464167E0,1.451076418E-1,4.399773180E-1,7.213191032E0,7.228053759E0
1.074427167E0,1.649854779E-1,6.326676607E-1,7.486678600E0,7.515174319E0
1.084390167E0,4.260707647E-2,2.850694656E-1,7.512062550E0,7.517590286E0
1.094353167E0,-1.073986664E-1,-2.156908661E-1,7.480322361E0,7.484202005E0
1.104316167E0,-2.231921256E-2,-2.270270325E-2,7.499700546E0,7.499768119E0
1.114278167E0,7.685903460E-2,2.734032571E-1,7.246675014E0,7.252237959E0
1.124241167E0,1.513890177E-1,5.466699004E-1,6.913602352E0,6.936833867E0
1.134204167E0,4.435977712E-2,2.948126197E-1,6.166974068E0,6.174176174E0
1.144167167E0,-8.909354359E-2,-1.697109193E-1,5.244766235E0,5.248267554E0
1.154130167E0,5.829643831E-2,2.675023675E-1,4.503035069E0,4.511350221E0
1.164093167E0,4.561328143E-2,2.085246593E-1,3.680456400E0,3.686641075E0
1.174056167E0,-7.978938520E-2,-1.743881106E-1,2.867042542E0,2.873449233E0
1.184018167E0,3.670939058E-2,1.453942209E-1,2.204947233E0,2.210040579E0
1.193981167E0,4.940334707E-2,1.724410206E-1,1.529109359E0,1.539594761E0
1.203944167E0,-6.955814362E-2,-1.825349331E-1,8.672798872E-1,8.890060404E-1
1.213907167E0,5.135842040E-2,1.612892747E-1,4.012621045E-1,4.355033800E-1
1.223870167E0,7.454538718E-3,2.184002101E-2,1.638536900E-1,1.654708083E-1
1.233833167E0,-4.155375063E-2,-1.269132346E-1,1.102951448E-2,1.339975130E-1
1.243796167E0,4.620609805E-2,1.389099509E-1,-2.999977674E-3,1.464239660E-1
1.253758167E0,-2.412905172E-2,-6.950796396E-2,9.907691274E-4,7.358362463E-2
1.263721167E0,-2.948241308E-4,2.003504429E-3,5.124654854E-4,2.088916499E-3
1.273684167E0,1.838272437E-2,4.912015051E-2,-1.663337229E-3,5.247361653E-2
1.283647167E0,-1.911814325E-2,-5.557363108E-2,2.635468962E-3,5.882922377E-2
1.293610167E0,1.648485847E-2,5.290863663E-2,-1.944102813E-3,5.545136540E-2
1.303573167E0,-1.242789626E-2,-3.380477801E-2,2.676540520E-3,3.611619430E-2
1.313536167E0,7.358059287E-3,1.529059559E-2,-1.932817977E-4,1.696999434E-2
1.323498167E0,-2.150320448E-3,-3.689346835E-3,1.152878976E-3,4.423153630E-3
1.333461167E0,-9.859865531E-4,-1.010969561E-2,3.334243083E-4,1.016313369E-2
1.343424167E0,5.103161093E-3,1.156446803E-2,-3.172799479E-4,1.264436003E-2
1.353387167E0,-5.983844865E-3,-1.663388126E-2,-6.816003006E-4,1.769059027E-2
1.363350167E0,3.721490037E-3,1.208749786E-2,1.567233121E-4,1.264838546E-2
1.373313167E0,-3.722311463E-3,-1.208201982E-2,1.029973850E-3,1.268430730E-2
1.383275167E0,1.414586790E-3,5.832519382E-3,1.373921288E-3,6.156865910E-3
1.393238167E0,-1.557767391E-3,-5.975404289E-3,-4.173207562E-4,6.189204494E-3
1.403201167E0,1.622869400E-3,3.671478713E-3,5.749083357E-4,4.055117831E-3
1.413164167E0,2.248445991E-3,6.173655856E-4,-7.303068414E-4,2.443357879E-3
1.423127167E0,-8.566789329E-4,1.594454749E-3,4.777077120E-4,1.872001442E-3
1.433090167E0,5.763683002E-4,-2.710012486E-3,-2.482701093E-4,2.781727186E-3
1.443053167E0,-8.470293134E-3,-4.290673882E-2,2.474119700E-2,5.024799430E-2
1.453015167E0,1.206800528E-2,3.695933148E-2,2.634621561E-1,2.663154832E-1
1.462978167E0,2.907563001E-2,9.565329552E-2,6.455146670E-1,6.532106326E-1
1.472941167E0,-4.585394170E-3,2.684999630E-2,1.534068108E0,1.534309912E0
1.482904167E0,3.546061227E-3,6.367719918E-2,2.553049564E0,2.553846009E0
1.492867167E0,-1.723804697E-2,5.362190679E-2,3.575409412E0,3.575853035E0
1.502830167E0,-9.318040684E-4,8.808502555E-2,4.337704659E0,4.338599030E0
1.512793167E0,-1.895868685E-3,9.767400473E-2,4.833053589E0,4.834040835E0
1.522755167E0,-1.766568050E-2,6.998471171E-2,5.166795254E0,5.167299404E0
1.532718167E0,1.060563885E-2,1.597263217E-1,5.485824585E0,5.488159651E0
1.542681167E0,-4.575806204E-3,1.039272025E-1,5.694157124E0,5.695107299E0
1.552644167E0,-4.043174442E-3,1.219927594E-1,5.876847744E0,5.878115173E0
1.562607167E0,2.964942250E-4,1.566202044E-1,5.982789516E0,5.984839210E0
1.572570167E0,-1.516901515E-2,1.137595549E-1,5.931080818E0,5.932191080E0
1.582533167E0,1.301353332E-3,1.459891945E-1,5.835697174E0,5.837523109E0
1.592495167E0,-6.206896622E-3,1.358441561E-1,5.746868610E0,5.748477275E0
1.602458167E0,-7.663257420E-3,1.248611808E-1,5.681031704E0,5.682408843E0
1.612421167E0,7.818763144E-3,1.643252373E-1,5.674183369E0,5.676567697E0
1.622384167E0,-2.444674261E-2,7.403087616E-2,5.646614075E0,5.647152267E0
1.632347167E0,-7.302908693E-3,9.358700365E-2,5.667585373E0,5.668362711E0
1.642310167E0,2.706286125E-2,2.073526233E-1,5.683618069E0,5.687463570E0
1.652272167E0,-3.646311909E-2,3.343489021E-2,5.634243965E0,5.634461155E0
1.662235167E0,-1.023763791E-2,1.119441763E-1,5.659705639E0,5.660821868E0
1.672198167E0,-7.059155498E-3,1.135769635E-1,5.726968288E0,5.728098754E0
1.682161167E0,-9.873731062E-3,8.990143985E-2,5.821036339E0,5.821738900E0
1.692124167E0,9.399034083E-3,1.528114378E-1,5.925952911E0,5.927930295E0
1.702087167E0,-1.689810771E-3,1.037648097E-1,6.084442616E0,6.085327595E0
1.712050167E0,-1.605170593E-2,6.461074948E-2,6.292148113E0,6.292500305E0
1.722012167E0,-8.377252147E-3,9.540358931E-2,6.455243587E0,6.455953980E0
1.731975167E0,2.186906710E-2,1.530559659E-1,6.588950634E0,6.590764359E0
1.741938167E0,3.227730468E-2,1.828439683E-1,6.675838470E0,6.678419950E0
1.751901167E0,-8.647490293E-3,1.034503430E-1,6.646886826E0,6.647697438E0
1.761864167E0,-2.852341160E-2,1.567208767E-2,6.577933788E0,6.578014299E0
1.771827167E0,1.117393374E-2,1.047226042E-1,6.600224495E0,6.601064692E0
1.781790167E0,-4.699497949E-3,5.126205087E-2,6.617935181E0,6.618135382E0
1.791752167E0,3.054237925E-2,1.761437953E-1,6.707495213E0,6.709877160E0
1.801715167E0,8.150813729E-2,3.361608684E-1,6.769018650E0,6.777850780E0
1.811678167E0,6.477836519E-3,1.712291539E-1,6.742401600E0,6.744578617E0
1.821641167E0,-1.994611695E-2,6.064422429E-2,6.753822327E0,6.754124043E0
1.831604167E0,2.367033437E-2,1.916746646E-1,6.837186813E0,6.839913960E0
1.841567167E0,-1.257381216E-2,1.053820923E-1,6.937679291E0,6.938491005E0
1.851529167E0,3.692509606E-3,1.514299959E-1,7.030579567E0,7.032211155E0
1.861492167E0,2.862979099E-2,2.204269767E-1,7.193924904E0,7.197358074E0
1.871455167E0,3.133875877E-2,2.450465709E-1,7.266759872E0,7.270957914E0
1.881418167E0,-4.551675171E-2,2.052644640E-2,7.314464092E0,7.314634514E0
1.891381167E0,-3.496104851E-2,2.420613728E-2,7.349313736E0,7.349436754E0
1.901344167E0,4.734353721E-2,2.661040723E-1,7.212013721E0,7.217076604E0
1.911307167E0,6.886640191E-2,3.601807654E-1,6.739579678E0,6.749548651E0
1.921269167E0,-5.292232707E-2,-1.890742220E-2,5.939464569E0,5.939730434E0
1.931232167E0,2.983593754E-2,1.708630472E-1,5.208793163E0,5.211680207E0
1.941195167E0,1.039241627E-2,1.218238026E-1,4.297672749E0,4.299411599E0
1.951158167E0,-2.584788017E-2,6.563786883E-3,3.472814798E0,3.472917192E0
1.961121583E0,4.375204444E-2,1.855783761E-1,2.978916645E0,2.985012220E0
1.971084583E0,-3.942300379E-2,-3.827600926E-2,2.511688471E0,2.512289434E0
1.981047583E0,1.901173778E-2,1.008230075E-1,2.163275719E0,2.165707404E0
1.991009583E0,3.541640472E-4,4.741517827E-2,1.764613271E0,1.765250215E0
2.000972583E0,-1.305243000E-2,-7.179406937E-3,1.395173192E0,1.395252717E0
2.010935583E0,1.768044755E-2,7.665157318E-2,1.027481914E0,1.030488789E0
2.020898583E0,-2.652320825E-2,-5.283449590E-2,7.284687161E-1,7.308636227E-1
2.030861583E0,1.323139481E-2,4.658903182E-2,4.796429276E-1,4.820818870E-1
2.040824583E0,-5.418358836E-3,-8.674098179E-3,2.397009730E-1,2.399190594E-1
2.050786583E0,-6.491346750E-3,-1.491761301E-2,3.945044056E-2,4.267329400E-2
2.060749583E0,3.372543026E-3,4.689490423E-3,3.952096449E-4,5.789780440E-3
2.070712583E0,-2.830225509E-3,-6.792196073E-3,5.161172012E-4,7.376346039E-3
2.080675583E0,2.131024841E-3,4.965090659E-3,7.551410235E-4,5.455605382E-3
2.090638583E0,-1.252051443E-4,-5.166639108E-3,-2.430116292E-4,5.173866123E-3
2.100601583E0,2.213050146E-3,1.419092063E-3,-8.837683126E-4,2.773528377E-3
2.110564583E0,-1.648864709E-4,-1.073360560E-3,1.456883969E-3,1.817085947E-3
2.120526583E0,-1.538472250E-3,-6.704123225E-4,-4.024042282E-4,1.725769020E-3
2.130489583E0,3.359187394E-5,3.746121656E-4,7.965508848E-4,8.808836477E-4
2.140452583E0,-1.978305634E-3,-1.253302325E-3,5.277366145E-4,2.400617803E-3
2.150415583E0,1.628147205E-3,2.234205604E-4,4.225417506E-4,1.696856388E-3
2.160378583E0,5.840742961E-5,-1.112699741E-3,9.230847936E-4,1.446926978E-3
2.170341583E0,-2.249525860E-4,1.099575311E-4,7.076350739E-4,7.506275524E-4
2.180304583E0,1.116699772E-3,-1.788926311E-4,-3.975024447E-4,1.198761506E-3
2.190266583E0,-7.512411103E-4,1.646704040E-3,9.101096075E-4,2.025906439E-3
2.200229583E0,3.716677893E-4,-9.855558164E-5,3.487721551E-4,5.191263473E-4
2.210192583E0,-3.283254337E-3,-6.695373449E-4,-1.545653213E-4,3.354389622E-3
2.220155583E0,1.265670871E-3,2.177233575E-3,-6.370036863E-4,2.597699461E-3
2.230118583E0,-1.546563953E-2,-5.324820802E-2,1.129395701E-2,5.658719933E-2
2.240081583E0,-4.876782000E-2,-1.488353461E-1,2.565938532E-1,3.006171420E-1
2.250043583E0,-2.450588718E-2,-7.257093489E-2,1.012660384E0,1.015553117E0
2.260006583E0,2.169741318E-2,1.085462645E-1,2.680492401E0,2.682777028E0
2.269969583E0,3.140756488E-2,1.313458532E-1,3.849654436E0,3.852022514E0
2.279932583E0,1.019207388E-2,1.259837449E-1,4.572050095E0,4.573796875E0
2.289895583E0,-2.926665172E-2,-1.579549350E-2,4.973172188E0,4.973283387E0
2.299858583E0,4.658025689E-3,8.034168929E-2,5.205136776E0,5.205758863E0
2.309820583E0,8.168916404E-2,3.299600482E-1,5.379038811E0,5.389768574E0
2.319783583E0,1.537872665E-2,1.511767358E-1,5.426870823E0,5.428997867E0
2.329746583E0,-6.332060695E-2,-8.620917797E-2,5.484066486E0,5.485109548E0
2.339709583E0,-1.402894035E-2,1.547849504E-3,5.710271835E0,5.710289278E0
2.349672583E0,4.873377830E-2,2.410864085E-1,5.986657143E0,5.991707718E0
2.359635583E0,6.275212765E-2,2.952037156E-1,6.230295181E0,6.237600589E0
2.369598583E0,-2.071335912E-4,1.382628232E-1,6.434247971E0,6.435733338E0
2.379560583E0,-3.324086219E-2,3.449789016E-3,6.596153736E0,6.596238395E0
2.389523583E0,-1.448075660E-2,5.958975852E-2,6.860199451E0,6.860473537E0
2.399486583E0,3.308795020E-2,2.019945383E-1,7.197943687E0,7.200853417E0
2.409449583E0,3.430634364E-2,2.153162062E-1,7.422775269E0,7.425976749E0
2.419412583E0,1.234608702E-2,1.440578848E-1,7.582721233E0,7.584099578E0
2.429375583E0,-5.396424327E-3,9.082528949E-2,7.687138081E0,7.687676517E0
2.439338583E0,-1.988715958E-3,6.945447624E-2,7.802407742E0,7.802717119E0
2.449300583E0,1.192576811E-2,1.310203671E-1,7.886888027E0,7.887985251E0
2.459263583E0,6.511677057E-2,2.830293775E-1,7.921905994E0,7.927227788E0
2.469226583E0,1.020177975E-1,4.729223549E-1,7.966702938E0,7.981379510E0
2.479189583E0,-4.757450521E-2,4.448681697E-2,7.673167706E0,7.673444145E0
2.489152583E0,-1.292970777E-2,9.285728633E-2,7.362927437E0,7.363524298E0
2.499115583E0,8.408012241E-2,3.882525265E-1,7.050982475E0,7.062164212E0
2.509077583E0,-6.159771606E-2,-1.054172404E-2,6.601149559E0,6.601445365E0
2.519040583E0,2.281083353E-2,1.921812743E-1,6.232970715E0,6.235974495E0
2.529003583E0,2.985942177E-2,2.065152079E-1,5.919296265E0,5.922972935E0
2.538966583E0,-4.078990966E-2,-8.133794181E-3,5.692188740E0,5.692340698E0
2.548929583E0,3.777946904E-2,2.268835157E-1,5.772898674E0,5.777478907E0
2.558892583E0,-2.389110997E-2,8.158788830E-2,5.837729454E0,5.838348443E0
2.568855583E0,-2.845833078E-4,1.207978725E-1,6.008967400E0,6.010181479E0
2.578817583E0,3.464663168E-3,1.494121104E-1,6.239149570E0,6.240939300E0
2.588780583E0,-3.292423859E-2,4.078389704E-2,6.399522781E0,6.399737429E0
2.598743583E0,1.084336266E-2,1.648935080E-1,6.519240379E0,6.521334416E0
2.608706583E0,-1.085926965E-2,1.129602790E-1,6.582256317E0,6.583234477E0
2.618669583E0,-2.006109618E-2,6.190134585E-2,6.639001369E0,6.639320252E0
2.628632583E0,-9.865449741E-3,7.229007035E-2,6.665058613E0,6.665457936E0
2.638594583E0,3.556490690E-2,2.116566300E-1,6.684552670E0,6.687997292E0
2.648557583E0,4.943891615E-2,2.804111838E-1,6.550074100E0,6.556260013E0
2.658520583E0,-3.735929728E-2,4.912505671E-2,6.274921894E0,6.275225396E0
2.668483583E0,9.774660692E-3,1.370477229E-1,6.053370953E0,6.054930017E0
2.678446583E0,1.036496181E-2,1.479892433E-1,5.882033348E0,5.883903853E0
2.688409583E0,1.225873642E-2,1.239755154E-1,5.748957157E0,5.750306827E0
2.698372583E0,1.015411224E-2,1.398942173E-1,5.418934822E0,5.420749773E0
2.708334583E0,-1.260792650E-2,7.042325288E-2,5.069995403E0,5.070500151E0
2.718297583E0,2.490214072E-2,1.864192486E-1,4.816860676E0,4.820530990E0
2.728260583E0,1.047926024E-2,1.233974099E-1,4.470055103E0,4.471770272E0
2.738223583E0,-1.701158471E-4,1.116779149E-1,4.104054928E0,4.105574118E0
2.748186583E0,-6.895663589E-2,-1.160756201E-1,3.835205793E0,3.837581536E0
2.758149583E0,3.345931321E-2,1.551216692E-1,3.588857174E0,3.592363856E0
2.768111583E0,-7.028458174E-3,5.574926361E-2,3.180786848E0,3.181283130E0
2.778074583E0,-7.512813434E-3,2.750805020E-2,2.648185015E0,2.648338537E0
2.788037583E0,3.373396024E-2,1.266266555E-1,2.092690945E0,2.096789851E0
2.798000583E0,-2.964375541E-2,-4.971085116E-2,1.383533120E0,1.384743231E0
2.807963583E0,8.671409450E-3,4.266195744E-2,7.732873559E-1,7.745118274E-1
2.817926583E0,1.608548127E-2,5.218411610E-2,3.000698984E-1,3.049981452E-1
2.827889583E0,-1.177437883E-2,-3.344929218E-2,3.521718085E-2,4.997740461E-2
2.837851583E0,7.460954133E-3,2.357981168E-2,-3.876253031E-4,2.473506840E-2
2.847814583E0,-5.723556969E-3,-1.681075431E-2,1.082551898E-4,1.775872417E-2
2.857777583E0,3.755383426E-3,1.207915414E-2,-2.550336067E-4,1.265203192E-2
2.867740583E0,-1.597836614E-3,-7.352334447E-3,8.798146155E-5,7.524469709E-3
2.877703583E0,2.598881256E-4,-2.104532905E-5,8.426542627E-4,8.820719642E-4
2.887666583E0,9.018462151E-6,4.533226602E-3,-9.832088836E-4,4.638633901E-3
2.897628583E0,2.591160592E-4,-3.219853155E-3,-6.184661761E-4,3.288935373E-3
2.907591583E0,2.830930520E-3,4.452181049E-3,-1.004358055E-3,5.370737268E-3
2.917554583E0,-1.406064257E-3,-4.376237281E-3,-5.245010834E-4,4.626399336E-3
2.927517583E0,1.812898554E-3,3.428688971E-3,-8.486076258E-4,3.970219658E-3
2.937480583E0,-4.913895391E-4,-4.216589499E-3,4.442454083E-4,4.268307002E-3
2.947443583E0,1.927293371E-3,1.729716780E-3,1.436539227E-3,2.961422771E-3
2.957406583E0,-4.333574325E-4,-1.859374228E-3,1.617718954E-5,1.909275487E-3
2.967368917E0,-5.316277966E-4,4.478590563E-5,5.658535520E-4,7.777044000E-4
2.977331917E0,-1.184804365E-3,-1.325017191E-3,-1.573396148E-3,2.373817048E-3
2.987294917E0,6.554399151E-4,-7.465786766E-4,2.636469435E-5,9.938190478E-4
2.997257917E0,5.974555388E-4,1.489423914E-3,9.857667610E-4,1.883367416E-3
3.007220917E0,3.073504195E-5,-1.452246215E-4,-6.298604421E-5,1.612515900E-4
3.017183917E0,-6.067049690E-4,1.055304194E-3,4.877597094E-4,1.311360894E-3
3.027145917E0,1.814641291E-3,-4.751452245E-3,5.276922137E-3,7.329060560E-3
3.037108917E0,-4.930229113E-2,-1.201673597E-1,3.009303212E-1,3.277651117E-1
3.047071917E0,8.918714523E-2,2.596827447E-1,1.183235884E0,1.214675525E0
3.057034917E0,-7.067234069E-2,-1.421010643E-1,2.325947046E0,2.331355175E0
3.066997917E0,-1.555855386E-3,5.596249551E-2,3.465847731E0,3.466299859E0
3.076960917E0,7.635148615E-2,3.067899942E-1,4.307904720E0,4.319489869E0
3.086923917E0,-7.083956152E-2,-7.267799228E-2,4.811691761E0,4.812761986E0
3.096885917E0,3.154583648E-2,1.889793277E-1,5.090842724E0,5.094446777E0
3.106848917E0,-1.154357940E-2,9.779028594E-2,5.261449337E0,5.262370694E0
3.116811917E0,-2.835837007E-2,3.591396287E-2,5.454417229E0,5.454609181E0
3.126774917E0,3.207115456E-2,2.218678445E-1,5.688144684E0,5.692560394E0
3.136737917E0,-3.019909561E-2,6.532331556E-2,5.866735935E0,5.867177316E0
3.146700917E0,3.868059488E-3,1.548478752E-1,6.127045155E0,6.129002786E0
