"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.570948792E0,1.180503162E-2,2.762480490E-3,2.058629215E-2,2.389111748E-2
2.580910792E0,1.442251144E-3,-1.478771802E-2,2.238314152E-2,2.686562333E-2
2.590872792E0,3.236915802E-3,2.579828091E-3,2.163469791E-2,2.202710355E-2
2.600834792E0,-7.484002062E-4,1.184335258E-3,2.642181337E-2,2.645892996E-2
2.610796792E0,-4.197234178E-3,-4.835354984E-3,1.759134829E-2,1.872038908E-2
2.620758792E0,6.211820383E-3,-1.555602388E-2,1.160204530E-2,2.037606553E-2
2.630720792E0,8.700131555E-4,-4.919554889E-3,1.788897157E-2,1.857348236E-2
2.640681792E0,2.025815828E-3,-6.338838581E-3,-6.706756353E-4,6.688393689E-3
2.650643792E0,4.899275786E-3,-2.504271101E-3,1.250310123E-2,1.366022757E-2
2.660605792E0,5.589707473E-3,-1.092104567E-2,1.145644963E-2,1.678583648E-2
2.670567792E0,1.913225521E-2,-1.269129021E-2,7.563958168E-3,2.417282565E-2
2.680529792E0,7.885059386E-3,-1.534649257E-2,1.878944278E-2,2.550945228E-2
2.690491792E0,4.129019327E-3,-3.211345654E-3,1.804099917E-2,1.878401429E-2
2.700453792E0,1.097184107E-2,2.482618131E-3,2.672294497E-2,2.899414557E-2
2.710415792E0,5.150608986E-3,1.405451372E-3,9.808704257E-3,1.116757564E-2
2.720377792E0,-3.468136636E-3,2.335779928E-4,1.654411197E-2,1.690532967E-2
2.730339792E0,1.419539964E-2,-1.376737889E-2,1.789306462E-2,2.666855553E-2
2.740301792E0,9.091657461E-3,-1.227738043E-2,1.489987493E-2,2.134006979E-2
2.750263792E0,1.189224078E-2,1.576062161E-3,6.968126893E-3,1.387314511E-2
2.760225792E0,1.614018014E-2,-1.175171575E-2,1.490162909E-2,2.491318501E-2
2.770187792E0,8.813538988E-3,-9.960768409E-3,1.505131781E-2,2.008575477E-2
2.780149792E0,1.077893092E-3,-3.340660483E-3,2.507929265E-2,2.532375932E-2
2.790111792E0,7.067853897E-3,6.270225160E-3,3.226376653E-2,3.361875835E-2
2.800073792E0,8.313270860E-3,-1.358235106E-2,1.938878238E-2,2.509014976E-2
2.810035792E0,-3.060233959E-3,-7.707543857E-3,1.849006534E-2,2.026459426E-2
2.819997792E0,4.866517674E-3,-1.125473896E-2,2.178204775E-2,2.499619466E-2
2.829959792E0,1.326355903E-2,-1.852598917E-3,7.412515283E-3,1.530684500E-2
2.839921792E0,8.630900293E-3,-2.465770841E-3,-1.568223238E-3,9.112178106E-3
2.849883792E0,-3.841837670E-3,-7.071512975E-3,6.663486958E-3,1.044835254E-2
2.859845792E0,4.864965649E-3,-4.896622840E-3,1.145118713E-2,1.337065790E-2
2.869807792E0,1.151073623E-2,-1.418147139E-2,1.863624573E-2,2.609445984E-2
2.879769792E0,-1.212528659E-3,-9.072174355E-3,1.369651794E-2,1.647328677E-2
2.889731792E0,9.532677991E-3,-2.633311842E-3,-3.218892217E-3,1.040036288E-2
2.899693792E0,7.463341519E-3,-8.917186595E-4,2.133181214E-2,2.261731280E-2
2.909655792E0,1.365997399E-2,-7.372827306E-3,2.178146303E-2,2.674669332E-2
2.919617792E0,7.894224211E-3,-7.523173839E-3,3.121185243E-2,3.306201223E-2
2.929579792E0,7.305221159E-3,-2.149984650E-3,1.025601625E-2,1.277397979E-2
2.939541792E0,1.386438557E-2,5.439189635E-4,3.181119204E-2,3.470546029E-2
2.949503792E0,1.506488860E-2,1.159923133E-3,5.016326308E-3,1.592042148E-2
2.959465792E0,1.367281845E-2,-3.163033035E-3,2.920684218E-3,1.433461331E-2
2.969427792E0,9.035170160E-3,7.774055935E-4,1.160087585E-2,1.472477436E-2
2.979389792E0,3.670749511E-3,2.046525478E-3,2.192764342E-2,2.232676005E-2
